,Sample,Nucleotide,Timepoint,Plate,FileNumber,Unnamed: 5,Unnamed: 6,Unnamed: 7,FileName,peak_nts,start_nt,end_nt,p4p6_area,background_area,total_area,subtracted_area,normalized_area,double_normalized,Fraction_intact
10,hHBB_10383653_GC_rich_2_hHBB,PSU,3,1,11,,,,nts-Eukaryote Total RNA Nano_2020-12-02_14-31-30_Sample11.csv,[ 23.34814491 279.69296203 857.84402345],757.8440234481005,957.8440234481005,271.14025828599773,321.5739266209054,978.5603157623913,656.9863891414859,2.423049949478543,0.027471349149303114,0.16221478472129175
11,hHBB_10383653_GC_rich_2_hHBB,PSU,5,1,12,,,,nts-Eukaryote Total RNA Nano_2020-12-02_14-31-30_Sample12.csv,[ 23.34814491 279.69296203 857.84402345],757.8440234481005,957.8440234481005,248.73590080383377,323.14929770612497,694.0588285864022,370.90953088027726,1.4911781117306264,0.017506313102661004,0.10337252807562684
12,hHBB_10383651_GC_rich_1_hHBB,PSU,0,2,1,,,,nts-Eukaryote Total RNA Nano_2020-12-02_14-38-16_Sample1.csv,[ 23.18332976 278.33960865 833.86939309],733.8693930869786,933.8693930869786,174.1001229096788,245.88129118622885,2549.992686499211,2304.111395312982,13.234404185391238,0.21145641438675078,1.0
13,hHBB_10383651_GC_rich_1_hHBB,PSU,1,2,2,,,,nts-Eukaryote Total RNA Nano_2020-12-02_14-38-16_Sample2.csv,[ 23.18332976 278.33960865 833.86939309],733.8693930869786,933.8693930869786,191.28974945692124,298.5159273969515,1381.9604346243793,1083.444507227428,5.663892133809404,0.09148149414818077,0.43262577024909926
14,hHBB_10383651_GC_rich_1_hHBB,PSU,3,2,3,,,,nts-Eukaryote Total RNA Nano_2020-12-02_14-38-16_Sample3.csv,[ 23.18332976 278.33960865 833.86939309],733.8693930869786,933.8693930869786,317.7535499954435,454.14871180541513,1195.2027606622573,741.0540488568422,2.3321660729438545,0.038868534202900956,0.18381345543772892
15,hHBB_10383651_GC_rich_1_hHBB,PSU,5,2,4,,,,nts-Eukaryote Total RNA Nano_2020-12-02_14-38-16_Sample4.csv,[ 23.18332976 278.33960865 833.86939309],733.8693930869786,933.8693930869786,225.64065215015154,284.20127958407846,618.1863761887997,333.98509660472126,1.4801636736206223,0.02501126268494826,0.1182809363219553
16,hHBB_10388774_Twist_1_hHBB,PSU,0,2,5,,,,nts-Eukaryote Total RNA Nano_2020-12-02_14-38-16_Sample5.csv,[ 23.18332976 278.33960865 833.86939309],733.8693930869786,933.8693930869786,179.8526958734824,227.7617939018639,1733.4468794904699,1505.685085588606,8.371768231084966,0.13521449520462103,1.0
17,hHBB_10388774_Twist_1_hHBB,PSU,1,2,6,,,,nts-Eukaryote Total RNA Nano_2020-12-02_14-38-16_Sample6.csv,[ 23.18332976 278.33960865 833.86939309],733.8693930869786,933.8693930869786,198.73844288722418,253.47926727270095,1115.3822672294762,861.9029999567751,4.336871052400613,0.07474768377578152,0.552808215292786
18,hHBB_10388774_Twist_1_hHBB,PSU,3,2,7,,,,nts-Eukaryote Total RNA Nano_2020-12-02_14-38-16_Sample7.csv,[ 23.18332976 278.33960865 833.86939309],733.8693930869786,933.8693930869786,268.34029885387497,286.3698666778303,762.0554632228667,475.6855965450364,1.7726953371400676,0.03255571416920798,0.2407708886531817
19,hHBB_10388774_Twist_1_hHBB,PSU,5,2,8,,,,nts-Eukaryote Total RNA Nano_2020-12-02_14-38-16_Sample8.csv,[ 23.18332976 278.33960865 833.86939309],733.8693930869786,933.8693930869786,196.87441758798167,192.6838165020627,375.14163719681306,182.45782069475035,0.9267726245499183,0.01882107036797239,0.13919417692230654
20,hHBB_10388767_Genewiz_1_hHBB,PSU,0,2,9,,,,nts-Eukaryote Total RNA Nano_2020-12-02_14-38-16_Sample9.csv,[ 23.18332976 278.33960865 840.22851658],740.2285165828081,940.2285165828081,141.6288872183816,183.08103300529731,2281.0852307179557,2098.0041977126584,14.813391808111053,0.3572855633961605,1.0
21,hHBB_10388767_Genewiz_1_hHBB,PSU,1,2,10,,,,nts-Eukaryote Total RNA Nano_2020-12-02_14-38-16_Sample10.csv,[ 23.18332976 278.33960865 840.22851658],740.2285165828081,940.2285165828081,219.04195985432722,389.20790264267083,1580.3996224773027,1191.1917198346318,5.438189653830837,0.10239016912814247,0.2865779634499578
22,hHBB_10388767_Genewiz_1_hHBB,PSU,3,2,11,,,,nts-Eukaryote Total RNA Nano_2020-12-02_14-38-16_Sample11.csv,[ 23.18332976 278.33960865 840.22851658],740.2285165828081,940.2285165828081,234.1573409302652,435.35561653780917,1004.135259975125,568.7796434373158,2.4290489513489355,0.05251211559995613,0.146975195697259
23,hHBB_10388767_Genewiz_1_hHBB,PSU,5,2,12,,,,nts-Eukaryote Total RNA Nano_2020-12-02_14-38-16_Sample12.csv,[ 23.18332976 278.33960865 840.22851658],740.2285165828081,940.2285165828081,186.38128230689452,284.4825504633642,529.0446274763977,244.56207701303356,1.3121600730825471,0.025978458703717,0.07271063083764154
24,hHBB_10388753_IDT_1_hHBB,PSU,0,3,1,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-29-46_Sample1.csv,[ 23.49855564 277.47207928 880.8383966 ],780.8383965973685,980.8383965973685,121.77429593634915,444.4680703046519,1791.1272141501902,1346.6591438455382,11.058648571858141,0.09916571379839352,1.0
25,hHBB_10388753_IDT_1_hHBB,PSU,1,3,2,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-29-46_Sample2.csv,[ 23.49855564 277.47207928 880.8383966 ],780.8383965973685,980.8383965973685,131.61621237386925,428.48053851227,1377.3144470533164,948.8339085410464,7.20909598770239,0.06338700538534206,0.639202834905313
26,hHBB_10388753_IDT_1_hHBB,PSU,3,3,3,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-29-46_Sample3.csv,[ 23.49855564 277.47207928 880.8383966 ],780.8383965973685,980.8383965973685,230.97850920421652,430.09871901669794,808.4898751670387,378.39115615034075,1.638209361788682,0.014692206373426494,0.14815812654055144
27,hHBB_10388753_IDT_1_hHBB,PSU,5,3,4,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-29-46_Sample4.csv,[ 23.49855564 277.47207928 880.8383966 ],780.8383965973685,980.8383965973685,231.17446835665396,355.2476662140565,497.78186278349807,142.53419656944158,0.6165654779382517,0.005346997294590261,0.05391981855201331
28,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,0,3,5,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-29-46_Sample5.csv,[ 23.49855564 277.47207928 835.03033205],735.0303320544267,935.0303320544267,151.07448676109502,344.99477757985426,2203.592242299418,1858.597464719564,12.302523771990026,0.10682053133444319,1.0
29,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,1,3,6,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-29-46_Sample6.csv,[ 23.49855564 277.47207928 835.03033205],735.0303320544267,935.0303320544267,162.34399197124506,389.2919754726608,1413.2893963520419,1023.997420879381,6.307578176719685,0.056622812913968985,0.530074248897801
30,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,3,3,7,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-29-46_Sample7.csv,[ 23.49855564 277.47207928 835.03033205],735.0303320544267,935.0303320544267,213.6873416866111,323.02100001368973,816.0767855435753,493.05578552988555,2.307370112044305,0.02213958426250716,0.2072596343224561
31,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,5,3,8,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-29-46_Sample8.csv,[ 23.49855564 277.47207928 835.03033205],735.0303320544267,935.0303320544267,261.3542494418489,327.37996713691115,601.2253558822332,273.84538874532205,1.0477939016876496,0.009635660870518935,0.09020420278898215
32,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,0,3,9,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-29-46_Sample9.csv,[ 23.49855564 274.63011308 847.94016021],747.9401602051439,947.9401602051439,128.92049307940633,226.1288856829895,1941.2301280596762,1715.1012423766867,13.303557886024374,0.1263040020904522,1.0
33,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,1,3,10,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-29-46_Sample10.csv,[ 23.49855564 274.63011308 847.94016021],747.9401602051439,947.9401602051439,106.46899786332656,239.3552172921099,1415.939450062284,1176.5842327701741,11.050956206806289,0.10691712229800274,0.8465062114297407
34,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,3,3,11,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-29-46_Sample11.csv,[ 23.49855564 274.63011308 847.94016021],747.9401602051439,947.9401602051439,180.67296598312345,356.6995144215653,1497.6114155883813,1140.911901166816,6.314790344856507,0.06321828981378379,0.500524835060335
35,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,5,3,12,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-29-46_Sample12.csv,[ 23.49855564 274.63011308 847.94016021],747.9401602051439,947.9401602051439,148.72855628510408,276.8593726400486,896.251958977818,619.3925863377694,4.164584137765915,0.04481468543048857,0.35481603661612143
36,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,0,4,1,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample1.csv,[ 23.52685031 276.19031164 854.21947993],754.2194799330267,954.2194799330267,115.51174861339517,266.7623191827018,1353.438156793206,1086.6758376105042,9.407491884202065,0.10177861426388511,1.0
37,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,1,4,2,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample2.csv,[ 23.52685031 276.19031164 854.21947993],754.2194799330267,954.2194799330267,130.4112829507216,312.31433287742846,1060.4474928086183,748.1331599311899,5.736721110349679,0.06314471108514245,0.6204123679796314
38,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,3,4,3,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample3.csv,[ 23.52685031 276.19031164 854.21947993],754.2194799330267,954.2194799330267,133.68984948729357,320.37865601204385,866.0571978752847,545.6785418632409,4.081675190419781,0.04712729446148672,0.46303729719976405
39,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,5,4,4,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample4.csv,[ 23.52685031 276.19031164 854.21947993],754.2194799330267,954.2194799330267,150.01103535963603,372.41803315714645,711.8937078059062,339.4756746487597,2.2630046771885928,0.027544138905477373,0.2706279615289582
40,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,0,4,5,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample5.csv,[ 23.52685031 281.86218768 907.53092274],807.5309227396933,1007.5309227396933,117.26242358061143,150.44828477861213,1273.6763383364178,1123.2280535578057,9.578755233432886,0.11691362794715181,1.0
41,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,1,4,6,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample6.csv,[ 23.52685031 281.86218768 907.53092274],807.5309227396933,1007.5309227396933,126.23450520806242,190.65577870745128,985.3744691149789,794.7186904075276,6.295574170450902,0.08146067334830906,0.6967594349662259
42,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,3,4,7,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample7.csv,[ 23.52685031 281.86218768 907.53092274],807.5309227396933,1007.5309227396933,130.19090654047852,299.8288191062506,933.4866580233485,633.6578389170979,4.867143610526155,0.06734955423868787,0.5760624780982053
43,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,5,4,8,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample8.csv,[ 23.52685031 281.86218768 907.53092274],807.5309227396933,1007.5309227396933,96.52184818296813,202.04979322640054,540.859835698133,338.81004247173246,3.5101901678206526,0.05646995986899312,0.4830057954793696
44,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,0,4,9,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample9.csv,[ 23.52685031 281.86218768 907.53092274],807.5309227396933,1007.5309227396933,90.85096899106904,240.93839170983696,1760.960876213412,1520.022484503575,16.730944109721037,0.2618125761555358,1.0
45,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,1,4,10,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample10.csv,[ 23.52685031 281.86218768 907.53092274],807.5309227396933,1007.5309227396933,133.79302643906325,267.52941722386635,1634.4423728321005,1366.9129556082341,10.216623332239232,0.1796724842035573,0.6862637648728482
46,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,3,4,11,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample11.csv,[ 23.52685031 281.86218768 907.53092274],807.5309227396933,1007.5309227396933,155.66313387390025,350.57553607841356,1461.1593777933208,1110.5838417149073,7.1345334895709485,0.12003258921704088,0.45846762206614833
47,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,5,4,12,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample12.csv,[ 23.52685031 281.86218768 907.53092274],807.5309227396933,1007.5309227396933,124.0261366945711,403.7438535382066,1274.2590873784688,870.5152338402622,7.018804721653211,0.12249906702697234,0.46788839873833615
48,hHBB_10415488_RLT-10_hHBB,PSU,0,5,1,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample1.csv,[ 23.62699319 277.71129248 907.31636413],807.3163641282969,1007.3163641282969,108.1651465177747,277.14145729047885,1984.034370137888,1706.892912847409,15.780433603599995,0.24611351961126077,1.0
49,hHBB_10415488_RLT-10_hHBB,PSU,1,5,2,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample2.csv,[ 23.62699319 277.71129248 907.31636413],807.3163641282969,1007.3163641282969,156.03285922347942,416.90638863948976,2006.4599820421658,1589.5535934026761,10.18730029888143,0.15048422578507087,0.6114423377584559
50,hHBB_10415488_RLT-10_hHBB,PSU,3,5,3,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample3.csv,[ 23.62699319 277.71129248 907.31636413],807.3163641282969,1007.3163641282969,175.21654464484254,416.77281852970464,1490.9304828501754,1074.1576643204708,6.130457979854292,0.09128835526446172,0.37091970976910477
51,hHBB_10415488_RLT-10_hHBB,PSU,5,5,4,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample4.csv,[ 23.62699319 277.71129248 907.31636413],807.3163641282969,1007.3163641282969,176.1096735011552,550.5690601673235,1388.067408447617,837.4983482802935,4.7555499458398565,0.07251867801353398,0.29465540181651984
52,hHBB_10419522_12_hHBB,PSU,0,5,5,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample5.csv,[ 23.62699319 280.6197024  887.23262226],787.232622259744,987.232622259744,113.53662012444242,235.22133071296557,1860.6430261024725,1625.421695389507,14.316276929927586,0.22814257578303446,1.0
53,hHBB_10419522_12_hHBB,PSU,1,5,6,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample6.csv,[ 23.62699319 280.6197024  887.23262226],787.232622259744,987.232622259744,192.51638357469338,270.47872074238416,1380.9225973590408,1110.4438766166566,5.768048703168276,0.08611344024367401,0.3774544928675156
54,hHBB_10419522_12_hHBB,PSU,3,5,7,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample7.csv,[ 23.62699319 280.6197024  887.23262226],787.232622259744,987.232622259744,300.99925919816303,376.4402932700966,1154.9186128510664,778.4783195809698,2.586313074838693,0.04588924680721331,0.20114284521296183
55,hHBB_10419522_12_hHBB,PSU,5,5,8,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample8.csv,[ 23.62699319 280.6197024  887.23262226],787.232622259744,987.232622259744,285.7826065516557,304.04118599948987,654.6508373292376,350.6096513297477,1.2268404139787086,0.020971722619478526,0.09192375665742818
56,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,0,5,9,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample9.csv,[ 23.62699319 280.6197024  880.60874777],780.6087477681443,980.6087477681443,122.74670419460821,160.38348139013507,1833.5991529656537,1673.2156715755186,13.631450901709966,0.25631439229789754,1.0
57,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,1,5,10,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample10.csv,[ 23.62699319 280.6197024  880.60874777],780.6087477681443,980.6087477681443,189.58950414308586,278.54466110841173,1779.6071242348467,1501.062463126435,7.917434406039493,0.1318422090594131,0.514376925452479
58,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,3,5,11,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample11.csv,[ 23.62699319 280.6197024  880.60874777],780.6087477681443,980.6087477681443,127.88726210594703,188.55934534408598,779.1827685179842,590.6234231738982,4.618313141183691,0.09013263152621102,0.3516487338777907
59,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,5,5,12,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample12.csv,[ 23.62699319 280.6197024  880.60874777],780.6087477681443,980.6087477681443,203.42355687142245,370.03395854453413,1094.855354759548,724.8213962150138,3.5631143578575335,0.06881301964916743,0.2684711499508406
60,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,0,6,1,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample1.csv,[ 23.67928406 277.81283708 880.54885926],780.5488592624522,980.5488592624522,135.23677713171483,258.47345498290747,1887.4143261782303,1628.9408711953229,12.045102713508207,0.15425405881981036,1.0
61,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,1,6,2,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample2.csv,[ 23.67928406 277.81283708 880.54885926],780.5488592624522,980.5488592624522,364.1885068385521,434.95439250535435,2490.40393733719,2055.4495448318357,5.643916560340643,0.06448632108738578,0.41805266960731674
62,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,3,6,3,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample3.csv,[ 23.67928406 277.81283708 880.54885926],780.5488592624522,980.5488592624522,248.56943707284225,291.0713857945869,742.1548812377569,451.08349544316997,1.814718256416141,0.021154120197822174,0.1371381755505899
63,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,5,6,4,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample4.csv,[ 23.67928406 277.81283708 880.54885926],780.5488592624522,980.5488592624522,219.90955475761825,196.49729121217038,353.46541217140845,156.96812095923806,0.7137849064004813,0.008412344727574591,0.05453564588145684
64,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,0,6,5,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample5.csv,[ 23.67928406 274.90354689 893.75303932],793.7530393235688,993.7530393235688,150.80877234426856,321.8115341144097,2510.9475188197375,2189.1359847053277,14.515972450912436,0.17641387381023224,1.0
65,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,1,6,6,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample6.csv,[ 23.67928406 274.90354689 893.75303932],793.7530393235688,993.7530393235688,265.7175665669544,601.8748917200768,2438.8804676121563,1837.0055758920794,6.913376483256323,0.08021323119728568,0.4546877717994604
66,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,3,6,7,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample7.csv,[ 23.67928406 274.90354689 893.75303932],793.7530393235688,993.7530393235688,204.36628232989622,518.8462731780355,1165.9010018725512,647.0547286945157,3.1661520741959484,0.03797759828375831,0.21527557591423152
67,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,5,6,8,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample8.csv,[ 23.67928406 274.90354689 893.75303932],793.7530393235688,993.7530393235688,161.89997715291426,321.94843576564,493.1920000393448,171.2435642737048,1.0577120965987878,0.013014085033980242,0.07377019025147334
68,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,0,6,9,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample9.csv,[ 23.67928406 274.90354689 861.00058113],761.000581131436,961.000581131436,155.18757284876145,395.16091196726035,2320.1421879782483,1924.981276010988,12.40422310030575,0.1611484448624404,1.0
69,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,1,6,10,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample10.csv,[ 23.67928406 274.90354689 861.00058113],761.000581131436,961.000581131436,203.34619836520966,402.037564376105,1542.7001550902978,1140.662590714193,5.609461105663572,0.07349434104823883,0.45606608931892023
70,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,3,6,11,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample11.csv,[ 23.67928406 274.90354689 861.00058113],761.000581131436,961.000581131436,165.8160039948466,297.77409870217184,557.2067956078288,259.43269690565694,1.564581769282776,0.02012842170297566,0.12490608718041116
71,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,5,6,12,,,,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample12.csv,[ 23.67928406 274.90354689 861.00058113],761.000581131436,961.000581131436,199.5542376979913,277.7720681319073,436.9871449547058,159.2150768227985,0.7978536495113535,0.011385504541755739,0.07065227685861093
72,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,0,7,1,,,,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample1.csv,[ 23.47343376 279.37745695 868.94286313],768.9428631334426,968.9428631334426,138.35645454173863,151.11559297737514,1150.9942178645747,999.8786248871995,7.226830350625685,0.08832276480246208,1.0
73,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,1,7,2,,,,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample2.csv,[ 23.47343376 279.37745695 868.94286313],768.9428631334426,968.9428631334426,399.2715305980118,363.0275781079607,2635.3694439729443,2272.3418658649834,5.691219362576558,0.07266471522628093,0.8227178507013327
74,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,3,7,3,,,,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample3.csv,[ 23.47343376 279.37745695 868.94286313],768.9428631334426,968.9428631334426,187.68111346561713,284.5429244577284,1063.4480192293058,778.9050947715774,4.1501517141961735,0.051753106127727565,0.585954326084286
75,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,5,7,4,,,,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample4.csv,[ 23.47343376 279.37745695 868.94286313],768.9428631334426,968.9428631334426,171.6200727979277,276.78371101550465,832.1898340663824,555.4061230508778,3.236253860029736,0.042263594704959294,0.47851304020524904
76,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,0,7,5,,,,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample5.csv,[ 23.47343376 276.56464639 882.13789857],782.1378985712041,982.1378985712041,125.09908713143663,177.26861746105124,1392.5088520872962,1215.240234626245,9.714221442315086,0.1285982741376786,1.0
