,Sample,Nucleotide,Timepoint,Plate,FileNumber,FileName,peak_nts,start_nt,end_nt,p4p6_area,peak_area,peak_background_area,lane_background_area,peak_area_subtracted,peak_area_subtracted_normalized,fraction_intact,fraction_intact_nop4p6
13,hHBB_10383651_GC_rich_1_hHBB,PSU,1,2,2,nts-Eukaryote Total RNA Nano_2020-12-02_14-38-16_Sample2.csv,[ 23.18332976 278.33960865 833.86939309],733.8693930869786,933.8693930869786,191.28974945692124,1381.9604346243793,298.5159273969515,2161.430558667162,1083.444507227428,5.663892133809404,0.5012626951547913,0.5499325236868435
14,hHBB_10383651_GC_rich_1_hHBB,PSU,3,2,3,nts-Eukaryote Total RNA Nano_2020-12-02_14-38-16_Sample3.csv,[ 23.18332976 278.33960865 833.86939309],733.8693930869786,933.8693930869786,317.7535499954435,1195.2027606622573,454.14871180541513,2769.0497588490107,741.0540488568422,2.3321660729438545,0.2676203439424181,0.30231109817749097
15,hHBB_10383651_GC_rich_1_hHBB,PSU,5,2,4,nts-Eukaryote Total RNA Nano_2020-12-02_14-38-16_Sample4.csv,[ 23.18332976 278.33960865 833.86939309],733.8693930869786,933.8693930869786,225.64065215015154,618.1863761887997,284.20127958407846,1749.6709118982758,333.98509660472126,1.4801636736206223,0.1908845225313655,0.21914597460808868
16,hHBB_10388774_Twist_1_hHBB,PSU,0,2,5,nts-Eukaryote Total RNA Nano_2020-12-02_14-38-16_Sample5.csv,[ 23.18332976 278.33960865 833.86939309],733.8693930869786,933.8693930869786,179.8526958734824,1733.4468794904699,227.7617939018639,2161.3120786497248,1505.685085588606,8.371768231084966,0.6966532508018368,0.7598869291375409
17,hHBB_10388774_Twist_1_hHBB,PSU,1,2,6,nts-Eukaryote Total RNA Nano_2020-12-02_14-38-16_Sample6.csv,[ 23.18332976 278.33960865 833.86939309],733.8693930869786,933.8693930869786,198.73844288722418,1115.3822672294762,253.47926727270095,1810.8736465936436,861.9029999567751,4.336871052400613,0.47595976758404085,0.5346344388331672
18,hHBB_10388774_Twist_1_hHBB,PSU,3,2,7,nts-Eukaryote Total RNA Nano_2020-12-02_14-38-16_Sample7.csv,[ 23.18332976 278.33960865 833.86939309],733.8693930869786,933.8693930869786,268.34029885387497,762.0554632228667,286.3698666778303,1798.9803473506627,475.6855965450364,1.7726953371400676,0.26441956258475696,0.3107756111648837
19,hHBB_10388774_Twist_1_hHBB,PSU,5,2,8,nts-Eukaryote Total RNA Nano_2020-12-02_14-38-16_Sample8.csv,[ 23.18332976 278.33960865 833.86939309],733.8693930869786,933.8693930869786,196.87441758798167,375.14163719681306,192.6838165020627,1134.6080312547754,182.45782069475035,0.9267726245499183,0.16081132485283772,0.1945731901209029
20,hHBB_10388767_Genewiz_1_hHBB,PSU,0,2,9,nts-Eukaryote Total RNA Nano_2020-12-02_14-38-16_Sample9.csv,[ 23.18332976 278.33960865 840.22851658],740.2285165828081,940.2285165828081,141.6288872183816,2281.0852307179557,183.08103300529731,2570.1572397464347,2098.0041977126584,14.813391808111053,0.8162941026595097,0.863899404562716
21,hHBB_10388767_Genewiz_1_hHBB,PSU,1,2,10,nts-Eukaryote Total RNA Nano_2020-12-02_14-38-16_Sample10.csv,[ 23.18332976 278.33960865 840.22851658],740.2285165828081,940.2285165828081,219.04195985432722,1580.3996224773027,389.20790264267083,2388.258108019387,1191.1917198346318,5.438189653830837,0.49877009349818663,0.5491346359569843
22,hHBB_10388767_Genewiz_1_hHBB,PSU,3,2,11,nts-Eukaryote Total RNA Nano_2020-12-02_14-38-16_Sample11.csv,[ 23.18332976 278.33960865 840.22851658],740.2285165828081,940.2285165828081,234.1573409302652,1004.135259975125,435.35561653780917,2038.9449659489142,568.7796434373158,2.4290489513489355,0.2789578203120401,0.31515045623799565
23,hHBB_10388767_Genewiz_1_hHBB,PSU,5,2,12,nts-Eukaryote Total RNA Nano_2020-12-02_14-38-16_Sample12.csv,[ 23.18332976 278.33960865 840.22851658],740.2285165828081,940.2285165828081,186.38128230689452,529.0446274763977,284.4825504633642,1337.5622943045005,244.56207701303356,1.3121600730825471,0.1828416351555423,0.212444502180116
24,hHBB_10388753_IDT_1_hHBB,PSU,0,3,1,nts-Eukaryote Total RNA Nano_2020-12-02_15-29-46_Sample1.csv,[ 23.49855564 277.47207928 880.8383966 ],780.8383965973685,980.8383965973685,121.77429593634915,1791.1272141501902,444.4680703046519,2114.6925540598086,1346.6591438455382,11.058648571858141,0.6368108410180988,0.6757222170835839
25,hHBB_10388753_IDT_1_hHBB,PSU,1,3,2,nts-Eukaryote Total RNA Nano_2020-12-02_15-29-46_Sample2.csv,[ 23.49855564 277.47207928 880.8383966 ],780.8383965973685,980.8383965973685,131.61621237386925,1377.3144470533164,428.48053851227,1988.2255577769085,948.8339085410464,7.20909598770239,0.47722649215009816,0.51105738042866
26,hHBB_10388753_IDT_1_hHBB,PSU,3,3,3,nts-Eukaryote Total RNA Nano_2020-12-02_15-29-46_Sample3.csv,[ 23.49855564 277.47207928 880.8383966 ],780.8383965973685,980.8383965973685,230.97850920421652,808.4898751670387,430.09871901669794,1839.9447645848522,378.39115615034075,1.638209361788682,0.20565354103753075,0.23517656438408285
27,hHBB_10388753_IDT_1_hHBB,PSU,5,3,4,nts-Eukaryote Total RNA Nano_2020-12-02_15-29-46_Sample4.csv,[ 23.49855564 277.47207928 880.8383966 ],780.8383965973685,980.8383965973685,231.17446835665396,497.78186278349807,355.2476662140565,1484.6635697860293,142.53419656944158,0.6165654779382517,0.09600437396735188,0.11370996078618263
28,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,0,3,5,nts-Eukaryote Total RNA Nano_2020-12-02_15-29-46_Sample5.csv,[ 23.49855564 277.47207928 835.03033205],735.0303320544267,935.0303320544267,151.07448676109502,2203.592242299418,344.99477757985426,2634.7040647513704,1858.597464719564,12.302523771990026,0.7054293078243512,0.7483392375377973
29,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,1,3,6,nts-Eukaryote Total RNA Nano_2020-12-02_15-29-46_Sample6.csv,[ 23.49855564 277.47207928 835.03033205],735.0303320544267,935.0303320544267,162.34399197124506,1413.2893963520419,389.2919754726608,2182.289961097213,1023.997420879381,6.307578176719685,0.4692306884665936,0.5069429759660677
30,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,3,3,7,nts-Eukaryote Total RNA Nano_2020-12-02_15-29-46_Sample7.csv,[ 23.49855564 277.47207928 835.03033205],735.0303320544267,935.0303320544267,213.6873416866111,816.0767855435753,323.02100001368973,1846.8706952443656,493.05578552988555,2.307370112044305,0.26696822186820596,0.30189861074435054
31,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,5,3,8,nts-Eukaryote Total RNA Nano_2020-12-02_15-29-46_Sample8.csv,[ 23.49855564 277.47207928 835.03033205],735.0303320544267,935.0303320544267,261.3542494418489,601.2253558822332,327.37996713691115,1830.3032875648773,273.84538874532205,1.0477939016876496,0.14961749268868932,0.17454065243121591
32,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,0,3,9,nts-Eukaryote Total RNA Nano_2020-12-02_15-29-46_Sample9.csv,[ 23.49855564 274.63011308 847.94016021],747.9401602051439,947.9401602051439,128.92049307940633,1941.2301280596762,226.1288856829895,2277.449098185264,1715.1012423766867,13.303557886024374,0.7530799453403055,0.7982678184041138
33,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,1,3,10,nts-Eukaryote Total RNA Nano_2020-12-02_15-29-46_Sample10.csv,[ 23.49855564 274.63011308 847.94016021],747.9401602051439,947.9401602051439,106.46899786332656,1415.939450062284,239.3552172921099,1788.7800175835378,1176.5842327701741,11.050956206806289,0.6577579250687412,0.6993856777837991
34,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,3,3,11,nts-Eukaryote Total RNA Nano_2020-12-02_15-29-46_Sample11.csv,[ 23.49855564 274.63011308 847.94016021],747.9401602051439,947.9401602051439,180.67296598312345,1497.6114155883813,356.6995144215653,2204.723557433421,1140.911901166816,6.314790344856507,0.5174852408684665,0.5636775612161532
35,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,5,3,12,nts-Eukaryote Total RNA Nano_2020-12-02_15-29-46_Sample12.csv,[ 23.49855564 274.63011308 847.94016021],747.9401602051439,947.9401602051439,148.72855628510408,896.251958977818,276.8593726400486,1500.3470703642054,619.3925863377694,4.164584137765915,0.41283286952225895,0.45825991571281516
36,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,0,4,1,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample1.csv,[ 23.52685031 276.19031164 854.21947993],754.2194799330267,954.2194799330267,115.51174861339517,1353.438156793206,266.7623191827018,1636.4303220589277,1086.6758376105042,9.407491884202065,0.6640526168222476,0.714486532404373
37,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,1,4,2,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample2.csv,[ 23.52685031 276.19031164 854.21947993],754.2194799330267,954.2194799330267,130.4112829507216,1060.4474928086183,312.31433287742846,1434.2954173988855,748.1331599311899,5.736721110349679,0.5216032561046173,0.5737727303874423
38,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,3,4,3,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample3.csv,[ 23.52685031 276.19031164 854.21947993],754.2194799330267,954.2194799330267,133.68984948729357,866.0571978752847,320.37865601204385,1358.8528629621371,545.6785418632409,4.081675190419781,0.40157294195467697,0.4453926015245687
39,hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,5,4,4,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample4.csv,[ 23.52685031 276.19031164 854.21947993],754.2194799330267,954.2194799330267,150.01103535963603,711.8937078059062,372.41803315714645,1339.4499438220253,339.4756746487597,2.2630046771885928,0.25344409189349026,0.2854082477322072
40,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,0,4,5,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample5.csv,[ 23.52685031 281.86218768 907.53092274],807.5309227396933,1007.5309227396933,117.26242358061143,1273.6763383364178,150.44828477861213,1553.383627229856,1123.2280535578057,9.578755233432886,0.7230847769142865,0.7821262235413248
41,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,1,4,6,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample6.csv,[ 23.52685031 281.86218768 907.53092274],807.5309227396933,1007.5309227396933,126.23450520806242,985.3744691149789,190.65577870745128,1353.1132199453082,794.7186904075276,6.295574170450902,0.5873260852773646,0.6477565230053962
42,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,3,4,7,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample7.csv,[ 23.52685031 281.86218768 907.53092274],807.5309227396933,1007.5309227396933,130.19090654047852,933.4866580233485,299.8288191062506,1461.3688269118443,633.6578389170979,4.867143610526155,0.4336056902596861,0.47601288244048023
43,hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,5,4,8,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample8.csv,[ 23.52685031 281.86218768 907.53092274],807.5309227396933,1007.5309227396933,96.52184818296813,540.859835698133,202.04979322640054,941.7345552048663,338.81004247173246,3.5101901678206526,0.35977233775607526,0.4008577245194616
44,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,0,4,9,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample9.csv,[ 23.52685031 281.86218768 907.53092274],807.5309227396933,1007.5309227396933,90.85096899106904,1760.960876213412,240.93839170983696,2066.339631036621,1520.022484503575,16.730944109721037,0.7356111559168156,0.7694412596271967
45,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,1,4,10,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample10.csv,[ 23.52685031 281.86218768 907.53092274],807.5309227396933,1007.5309227396933,133.79302643906325,1634.4423728321005,267.52941722386635,2055.0823540892043,1366.9129556082341,10.216623332239232,0.6651377998980672,0.7114560706377605
46,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,3,4,11,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample11.csv,[ 23.52685031 281.86218768 907.53092274],807.5309227396933,1007.5309227396933,155.66313387390025,1461.1593777933208,350.57553607841356,2123.023605554259,1110.5838417149073,7.1345334895709485,0.5231142220036533,0.5645045011839326
47,hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,5,4,12,nts-Eukaryote Total RNA Nano_2020-12-02_15-24-46_Sample12.csv,[ 23.52685031 281.86218768 907.53092274],807.5309227396933,1007.5309227396933,124.0261366945711,1274.2590873784688,403.7438535382066,1975.9961889716603,870.5152338402622,7.018804721653211,0.44054499634095556,0.4700482239277684
48,hHBB_10415488_RLT-10_hHBB,PSU,0,5,1,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample1.csv,[ 23.62699319 277.71129248 907.31636413],807.3163641282969,1007.3163641282969,108.1651465177747,1984.034370137888,277.14145729047885,2231.504182855273,1706.892912847409,15.780433603599995,0.7649068847647827,0.803872054173502
49,hHBB_10415488_RLT-10_hHBB,PSU,1,5,2,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample2.csv,[ 23.62699319 277.71129248 907.31636413],807.3163641282969,1007.3163641282969,156.03285922347942,2006.4599820421658,416.90638863948976,2524.6062981826467,1589.5535934026761,10.18730029888143,0.6296243475851764,0.6711016712663893
50,hHBB_10415488_RLT-10_hHBB,PSU,3,5,3,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample3.csv,[ 23.62699319 277.71129248 907.31636413],807.3163641282969,1007.3163641282969,175.21654464484254,1490.9304828501754,416.77281852970464,2198.3994778508545,1074.1576643204708,6.130457979854292,0.4886089517136178,0.5309246369621753
51,hHBB_10415488_RLT-10_hHBB,PSU,5,5,4,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample4.csv,[ 23.62699319 277.71129248 907.31636413],807.3163641282969,1007.3163641282969,176.1096735011552,1388.067408447617,550.5690601673235,2229.2280311377453,837.4983482802935,4.7555499458398565,0.3756898516357046,0.4079152792946455
52,hHBB_10419522_12_hHBB,PSU,0,5,5,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample5.csv,[ 23.62699319 280.6197024  887.23262226],787.232622259744,987.232622259744,113.53662012444242,1860.6430261024725,235.22133071296557,2209.635157264195,1625.421695389507,14.316276929927586,0.7356063692442252,0.7754509945927869
53,hHBB_10419522_12_hHBB,PSU,1,5,6,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample6.csv,[ 23.62699319 280.6197024  887.23262226],787.232622259744,987.232622259744,192.51638357469338,1380.9225973590408,270.47872074238416,2087.5485000260287,1110.4438766166566,5.768048703168276,0.5319368036732133,0.5859762834500609
54,hHBB_10419522_12_hHBB,PSU,3,5,7,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample7.csv,[ 23.62699319 280.6197024  887.23262226],787.232622259744,987.232622259744,300.99925919816303,1154.9186128510664,376.4402932700966,2422.3209263261024,778.4783195809698,2.586313074838693,0.32137703601548623,0.366977970217479
55,hHBB_10419522_12_hHBB,PSU,5,5,8,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample8.csv,[ 23.62699319 280.6197024  887.23262226],787.232622259744,987.232622259744,285.7826065516557,654.6508373292376,304.04118599948987,1811.79301557938,350.6096513297477,1.2268404139787086,0.19351529027593078,0.2297557403642703
56,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,0,5,9,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample9.csv,[ 23.62699319 280.6197024  880.60874777],780.6087477681443,980.6087477681443,122.74670419460821,1833.5991529656537,160.38348139013507,2189.2069252116416,1673.2156715755186,13.631450901709966,0.7643022010876201,0.8097013697907165
57,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,1,5,10,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample10.csv,[ 23.62699319 280.6197024  880.60874777],780.6087477681443,980.6087477681443,189.58950414308586,1779.6071242348467,278.54466110841173,2406.294949404203,1501.062463126435,7.917434406039493,0.62380651361883,0.6771591897044386
58,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,3,5,11,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample11.csv,[ 23.62699319 280.6197024  880.60874777],780.6087477681443,980.6087477681443,127.88726210594703,779.1827685179842,188.55934534408598,1285.852346519097,590.6234231738982,4.618313141183691,0.45932445103262604,0.5100528773483898
59,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,5,5,12,nts-Eukaryote Total RNA Nano_2020-12-02_15-48-34_Sample12.csv,[ 23.62699319 280.6197024  880.60874777],780.6087477681443,980.6087477681443,203.42355687142245,1094.855354759548,370.03395854453413,2086.920429322112,724.8213962150138,3.5631143578575335,0.3473162589387538,0.38482750187523335
60,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,0,6,1,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample1.csv,[ 23.67928406 277.81283708 880.54885926],780.5488592624522,980.5488592624522,135.23677713171483,1887.4143261782303,258.47345498290747,2227.5059119546368,1628.9408711953229,12.045102713508207,0.731284645510066,0.7785522637044433
61,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,1,6,2,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample2.csv,[ 23.67928406 277.81283708 880.54885926],780.5488592624522,980.5488592624522,364.1885068385521,2490.40393733719,434.95439250535435,3759.6328698811776,2055.4495448318357,5.643916560340643,0.5467154948288336,0.6053550949631721
62,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,3,6,3,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample3.csv,[ 23.67928406 277.81283708 880.54885926],780.5488592624522,980.5488592624522,248.56943707284225,742.1548812377569,291.0713857945869,1758.1871816624089,451.08349544316997,1.814718256416141,0.2565617018187219,0.298806434317457
63,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,5,6,4,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample4.csv,[ 23.67928406 277.81283708 880.54885926],780.5488592624522,980.5488592624522,219.90955475761825,353.46541217140845,196.49729121217038,1210.4310022872369,156.96812095923806,0.7137849064004813,0.12967952792239315,0.15847018896028942
64,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,0,6,5,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample5.csv,[ 23.67928406 274.90354689 893.75303932],793.7530393235688,993.7530393235688,150.80877234426856,2510.9475188197375,321.8115341144097,2874.989253815703,2189.1359847053277,14.515972450912436,0.7614414494940784,0.8035943284943043
65,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,1,6,6,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample6.csv,[ 23.67928406 274.90354689 893.75303932],793.7530393235688,993.7530393235688,265.7175665669544,2438.8804676121563,601.8748917200768,3370.6490228174753,1837.0055758920794,6.913376483256323,0.5450005513646016,0.5916412654437229
66,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,3,6,7,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample7.csv,[ 23.67928406 274.90354689 893.75303932],793.7530393235688,993.7530393235688,204.36628232989622,1165.9010018725512,518.8462731780355,2160.7079436878066,647.0547286945157,3.1661520741959484,0.2994642244847536,0.33074730323198787
67,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,5,6,8,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample8.csv,[ 23.67928406 274.90354689 893.75303932],793.7530393235688,993.7530393235688,161.89997715291426,493.1920000393448,321.94843576564,1205.320249663729,171.2435642737048,1.0577120965987878,0.14207308333323018,0.1641175361310894
68,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,0,6,9,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample9.csv,[ 23.67928406 274.90354689 861.00058113],761.000581131436,961.000581131436,155.18757284876145,2320.1421879782483,395.16091196726035,2699.7099690230184,1924.981276010988,12.40422310030575,0.7130326213180624,0.7565196827920392
69,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,1,6,10,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample10.csv,[ 23.67928406 274.90354689 861.00058113],761.000581131436,961.000581131436,203.34619836520966,1542.7001550902978,402.037564376105,2259.623538719684,1140.662590714193,5.609461105663572,0.504802048291858,0.5547221516906655
70,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,3,6,11,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample11.csv,[ 23.67928406 274.90354689 861.00058113],761.000581131436,961.000581131436,165.8160039948466,557.2067956078288,297.77409870217184,1240.314852233918,259.43269690565694,1.564581769282776,0.20916680666880305,0.24144530013301074
71,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,5,6,12,nts-Eukaryote Total RNA Nano_2020-12-02_15-54-46_Sample12.csv,[ 23.67928406 274.90354689 861.00058113],761.000581131436,961.000581131436,199.5542376979913,436.9871449547058,277.7720681319073,1307.5851562109492,159.2150768227985,0.7978536495113535,0.1217626829629693,0.14369190801685788
72,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,0,7,1,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample1.csv,[ 23.47343376 279.37745695 868.94286313],768.9428631334426,968.9428631334426,138.35645454173863,1150.9942178645747,151.11559297737514,1452.7131331955377,999.8786248871995,7.226830350625685,0.6882835998651456,0.7607361389233426
73,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,1,7,2,nts-Eukaryote Total RNA Nano_2020-12-02_16-14-33_Sample2.csv,[ 23.47343376 279.37745695 868.94286313],768.9428631334426,968.9428631334426,399.2715305980118,2635.3694439729443,363.0275781079607,3693.063955048221,2272.3418658649834,5.691219362576558,0.6152998955674227,0.6898861777072295
