,Sample,Nucleotide,Timepoint,Plate,FileNumber,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,FileName,peak_nts,start_nt,end_nt,p4p6_area,background_area,total_area,subtracted_area,normalized_area,double_normalized
11,hHBB_10383601_LinearDesign-beamsize50-USETHISONE_hHBB,PSU,0.5,2,3,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_07-47-43_Sample3.csv,[ 25.         844.32245225],744.3224522531091,944.3224522531091,101.41390209863663,288.1325593151165,1947.7160185466525,1659.583459231536,16.364457188693923,0.027348173918999987
12,hHBB_10383601_LinearDesign-beamsize50-USETHISONE_hHBB,PSU,1.0,2,4,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_07-47-43_Sample4.csv,[ 25.         844.32245225],744.3224522531091,944.3224522531091,98.40730436812851,300.43426015552666,1397.7483666996343,1097.3141065441077,11.150738388678985,0.018745370641707202
13,hHBB_10383601_LinearDesign-beamsize50-USETHISONE_hHBB,PSU,1.5,2,5,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_07-47-43_Sample5.csv,[ 25.         844.32245225],744.3224522531091,944.3224522531091,102.09961560326441,327.70125015518465,1498.9548415757836,1171.253591420599,11.47167483932379,0.01878350160896361
14,hHBB_10383601_LinearDesign-beamsize50-USETHISONE_hHBB,PSU,2.0,2,6,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_07-47-43_Sample6.csv,[ 25.         844.32245225],744.3224522531091,944.3224522531091,107.2413966017358,287.0484639768463,1260.7552833659547,973.7068193891084,9.079579810072598,0.014144201803075471
15,hHBB_10383601_LinearDesign-beamsize50-USETHISONE_hHBB,PSU,3.0,2,7,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_07-47-43_Sample7.csv,[ 25.         844.32245225],744.3224522531091,944.3224522531091,101.39461176316544,343.68820448993677,1212.378201114053,868.6899966241161,8.567417750493258,0.014184004184249553
16,hHBB_10383601_LinearDesign-beamsize50-USETHISONE_hHBB,PSU,4.0,2,8,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_07-47-43_Sample8.csv,[ 25.         844.32245225],744.3224522531091,944.3224522531091,103.51586871844519,203.09748990798897,651.4703486268825,448.3728587188935,4.331440814532808,0.0070740207484919215
17,hHBB_10383601_LinearDesign-beamsize50-USETHISONE_hHBB,PSU,5.0,2,9,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_07-47-43_Sample9.csv,[ 25.         844.32245225],744.3224522531091,944.3224522531091,106.59650507334663,332.5835650358732,925.1052368798688,592.5216718439956,5.5585468907849735,0.008762332762312055
18,hHBB_10383601_LinearDesign-beamsize50-USETHISONE_hHBB,PSU,18.0,2,10,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_07-47-43_Sample10.csv,[ 25.         844.32245225],744.3224522531091,944.3224522531091,99.8797915813604,148.00535663830598,179.72916494808499,31.723808309779002,0.31761988894357396,0.000516134742520699
19,hHBB_10383601_LinearDesign-beamsize50-USETHISONE_hHBB,PSU,24.0,2,11,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_07-47-43_Sample11.csv,[ 25.         844.32245225],744.3224522531091,944.3224522531091,106.5907633024753,94.32413518455216,94.86876786670229,0.5446326821501231,0.005109567332814807,8.056286281074891e-06
20,hHBB_10383653_GC_rich_2_hHBB,PSU,0.0,3,2,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_08-35-37_Sample2.csv,[ 25.         843.22618787],743.2261878655518,943.2261878655518,73.929753104615,525.9833228800098,3101.7821292075123,2575.7988063275025,34.84116608211303,0.0795679900738461
21,hHBB_10383653_GC_rich_2_hHBB,PSU,0.5,3,3,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_08-35-37_Sample3.csv,[ 25.         843.22618787],743.2261878655518,943.2261878655518,71.8534090045811,459.1915592326998,1888.886210015978,1429.6946507832781,19.897380939742558,0.04709031393617824
22,hHBB_10383653_GC_rich_2_hHBB,PSU,1.0,3,4,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_08-35-37_Sample4.csv,[ 25.         843.22618787],743.2261878655518,943.2261878655518,71.61338223751794,536.5178961612734,1576.0429859044539,1039.5250897431806,14.515793798083983,0.03427279897361707
23,hHBB_10383653_GC_rich_2_hHBB,PSU,1.5,3,5,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_08-35-37_Sample5.csv,[ 25.         843.22618787],743.2261878655518,943.2261878655518,69.26987603544954,520.6426563004401,1240.4648063818572,719.8221500814171,10.391561112554049,0.025239264394648863
24,hHBB_10383653_GC_rich_2_hHBB,PSU,2.0,3,6,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_08-35-37_Sample6.csv,[ 25.         843.22618787],743.2261878655518,943.2261878655518,67.48378182466313,559.413034099243,1224.9580604021965,665.5450263029535,9.86229592218435,0.024763089654249563
25,hHBB_10383653_GC_rich_2_hHBB,PSU,3.0,3,7,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_08-35-37_Sample7.csv,[ 25.         843.22618787],743.2261878655518,943.2261878655518,60.9708463817988,479.3302979186049,775.3336330440578,296.0033351254529,4.854833952474321,0.01334331938556081
26,hHBB_10383653_GC_rich_2_hHBB,PSU,4.0,3,8,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_08-35-37_Sample8.csv,[ 25.         843.22618787],743.2261878655518,943.2261878655518,58.03220695934004,503.18867814655175,741.8397416480061,238.65106350145436,4.112389929762003,0.011712963743561988
27,hHBB_10383653_GC_rich_2_hHBB,PSU,5.0,3,9,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_08-35-37_Sample9.csv,[ 25.         843.22618787],743.2261878655518,943.2261878655518,57.29160151951826,386.3221456733275,507.70208075775076,121.37993508442327,2.1186340033289386,0.006299392638327584
28,hHBB_10383653_GC_rich_2_hHBB,PSU,18.0,3,10,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_08-35-37_Sample10.csv,[ 25.         843.22618787],743.2261878655518,943.2261878655518,56.13232636157325,50.352060421610695,44.730931297468715,-5.62112912414198,-0.10014067630003058,-0.0002992212921244811
29,hHBB_10383653_GC_rich_2_hHBB,PSU,24.0,3,11,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_08-35-37_Sample11.csv,[ 25.         843.22618787],743.2261878655518,943.2261878655518,58.595941747120165,39.09010538630547,38.153374672316374,-0.9367307139890926,-0.01598627287247466,-4.6877672544112935e-05
30,hHBB_10383651_GC_rich_1_hHBB,PSU,0.0,4,2,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_08-43-35_Sample2.csv,[ 25.         838.24889924],738.2488992428263,938.2488992428263,70.97460130477504,643.5404100725714,3406.4091911251576,2762.868781052586,38.927570289383304,0.08120904833268881
31,hHBB_10383651_GC_rich_1_hHBB,PSU,0.5,4,3,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_08-43-35_Sample3.csv,[ 25.         838.24889924],738.2488992428263,938.2488992428263,77.15416153576956,817.3559127954678,3477.806754507853,2660.450841712385,34.48227274790575,0.06803760554134858
32,hHBB_10383651_GC_rich_1_hHBB,PSU,1.0,4,4,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_08-43-35_Sample4.csv,[ 25.         838.24889924],738.2488992428263,938.2488992428263,76.5171598085769,829.2617203397217,2173.973712667423,1344.7119923277014,17.573992496477516,0.0345380145243404
33,hHBB_10383651_GC_rich_1_hHBB,PSU,1.5,4,5,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_08-43-35_Sample5.csv,[ 25.         838.24889924],738.2488992428263,938.2488992428263,77.79690568630689,694.8485041146143,1729.3997370632064,1034.551232948592,13.298102589325536,0.025708716829346664
34,hHBB_10383651_GC_rich_1_hHBB,PSU,2.0,4,6,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_08-43-35_Sample6.csv,[ 25.         838.24889924],738.2488992428263,938.2488992428263,80.34371116607983,746.8131127230944,1726.9435628013753,980.1304500782809,12.199218032787119,0.022749198936867575
35,hHBB_10383651_GC_rich_1_hHBB,PSU,3.0,4,7,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_08-43-35_Sample7.csv,[ 25.         838.24889924],738.2488992428263,938.2488992428263,77.59779428395123,624.3848045534673,988.9833905635925,364.59858601012513,4.698568939678371,0.009059050817688381
36,hHBB_10383651_GC_rich_1_hHBB,PSU,4.0,4,8,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_08-43-35_Sample8.csv,[ 25.         838.24889924],738.2488992428263,938.2488992428263,76.17513944511143,631.0571884731072,915.5970653093399,284.5398768362327,3.7353377874845908,0.0071339414261430405
37,hHBB_10383651_GC_rich_1_hHBB,PSU,5.0,4,9,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_08-43-35_Sample9.csv,[ 25.         838.24889924],738.2488992428263,938.2488992428263,83.07694177252141,609.5520813263872,864.2956580880091,254.74357676162185,3.0663571783751076,0.005461076816477557
38,hHBB_10383651_GC_rich_1_hHBB,PSU,18.0,4,10,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_08-43-35_Sample10.csv,[ 25.         838.24889924],738.2488992428263,938.2488992428263,82.54684686291593,103.17098372196926,83.43887721924644,-19.73210650272283,-0.2390413111174505,-0.00042760766441763537
39,hHBB_10383651_GC_rich_1_hHBB,PSU,24.0,4,11,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_08-43-35_Sample11.csv,[ 25.         838.24889924],738.2488992428263,938.2488992428263,78.57076850321444,55.91883726167627,58.44181442582583,2.522977164149559,0.03211088821215158,5.871449503731131e-05
40,hHBB_10388774_Twist_1_hHBB,PSU,0.0,5,2,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample2.csv,[ 23.44625476 875.9381187 ],775.9381187008693,975.9381187008693,92.33029834648468,339.26088427769247,1924.9030125677261,1585.6421282900337,17.173583933842064,0.1715999436169924
41,hHBB_10388774_Twist_1_hHBB,PSU,0.5,5,3,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample3.csv,[ 23.44625476 875.9381187 ],775.9381187008693,975.9381187008693,91.81373748235487,445.3435502201149,2095.7289855712734,1650.3854353511585,17.975364913865274,0.1846018525606145
42,hHBB_10388774_Twist_1_hHBB,PSU,1.0,5,4,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample4.csv,[ 23.44625476 875.9381187 ],775.9381187008693,975.9381187008693,95.031336388537,424.7599735488472,1425.0275159747964,1000.2675424259492,10.525660065815982,0.10830114865129056
43,hHBB_10388774_Twist_1_hHBB,PSU,1.5,5,5,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample5.csv,[ 23.44625476 875.9381187 ],775.9381187008693,975.9381187008693,98.78869112628236,458.8996741812377,1083.2980839086272,624.3984097273894,6.320545424872732,0.058102210203491
44,hHBB_10388774_Twist_1_hHBB,PSU,2.0,5,6,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample6.csv,[ 23.44625476 875.9381187 ],775.9381187008693,975.9381187008693,96.11586311934164,527.5872063221423,1105.880616705347,578.2934103832047,6.016628177860406,0.057530205643739805
45,hHBB_10388774_Twist_1_hHBB,PSU,3.0,5,7,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample7.csv,[ 23.44625476 875.9381187 ],775.9381187008693,975.9381187008693,87.95393679548253,391.97434059411347,600.7784301076858,208.80408951357236,2.3740164126945245,0.02483839395772462
46,hHBB_10388774_Twist_1_hHBB,PSU,4.0,5,8,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample8.csv,[ 23.44625476 875.9381187 ],775.9381187008693,975.9381187008693,86.6015298571994,460.03656663920447,668.1634994528208,208.12693281361635,2.4032708562632195,0.026647089651199496
47,hHBB_10388774_Twist_1_hHBB,PSU,5.0,5,9,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample9.csv,[ 23.44625476 875.9381187 ],775.9381187008693,975.9381187008693,85.92730035224953,341.8405031225615,410.1485667996256,68.30806367706413,0.7949518185377955,0.008256703867623047
48,hHBB_10388774_Twist_1_hHBB,PSU,18.0,5,10,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample10.csv,[ 23.44625476 875.9381187 ],775.9381187008693,975.9381187008693,86.33826786099648,67.70086355273028,69.13776524629918,1.436901693568899,0.01664269771872529,0.00017780329741614895
49,hHBB_10388774_Twist_1_hHBB,PSU,24.0,5,11,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample11.csv,[ 23.44625476 875.9381187 ],775.9381187008693,975.9381187008693,86.90201172343178,41.06130964047299,43.77568618587523,2.7143765454022386,0.031234910349841175,0.0003352489032029011
50,hHBB_10388767_Genewiz_1_hHBB,PSU,0.0,6,2,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample2.csv,[ 23.41923142 869.45327336],769.4532733591345,969.4532733591345,122.13131633799824,392.8196820988886,3016.254920588365,2623.4352384894764,21.48044676132961,0.16601619178617597
51,hHBB_10388767_Genewiz_1_hHBB,PSU,0.5,6,3,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample3.csv,[ 23.41923142 869.45327336],769.4532733591345,969.4532733591345,126.12909772917394,559.7211152033575,2963.0246142708347,2403.3034990674773,19.054314526437686,0.13845758264737712
52,hHBB_10388767_Genewiz_1_hHBB,PSU,1.0,6,4,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample4.csv,[ 23.41923142 869.45327336],769.4532733591345,969.4532733591345,127.09175986773184,606.9240325850574,2110.086823886298,1503.1627913012408,11.827381986571174,0.08594675550918891
53,hHBB_10388767_Genewiz_1_hHBB,PSU,1.5,6,5,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample5.csv,[ 23.41923142 869.45327336],769.4532733591345,969.4532733591345,131.01272154322837,632.5413706219827,1696.2619179913781,1063.7205473693955,8.119215713097105,0.056244864808087214
54,hHBB_10388767_Genewiz_1_hHBB,PSU,2.0,6,6,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample6.csv,[ 23.41923142 869.45327336],769.4532733591345,969.4532733591345,132.2840317434856,645.3150028827538,1542.6560640636162,897.3410611808624,6.783442032677935,0.048026098779488054
55,hHBB_10388767_Genewiz_1_hHBB,PSU,3.0,6,7,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample7.csv,[ 23.41923142 869.45327336],769.4532733591345,969.4532733591345,126.05074027760557,578.3109505032103,1051.1459924245373,472.83504192132705,3.751148473067174,0.027161746848264733
56,hHBB_10388767_Genewiz_1_hHBB,PSU,4.0,6,8,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample8.csv,[ 23.41923142 869.45327336],769.4532733591345,969.4532733591345,128.8875465363597,447.55255565115533,665.1493942848336,217.59683863367832,1.688268917216865,0.012056620793721136
57,hHBB_10388767_Genewiz_1_hHBB,PSU,5.0,6,9,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample9.csv,[ 23.41923142 869.45327336],769.4532733591345,969.4532733591345,128.29743807087746,334.05725737273076,420.81538251879886,86.7581251460681,0.6762264816086108,0.004874165876242978
58,hHBB_10388767_Genewiz_1_hHBB,PSU,18.0,6,10,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample10.csv,[ 23.41923142 869.45327336],769.4532733591345,969.4532733591345,124.98395990468578,76.32830571936354,71.27225771609542,-5.056048003268117,-0.04045357505974301,-0.0002992698316197608
59,hHBB_10388767_Genewiz_1_hHBB,PSU,24.0,6,11,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample11.csv,[ 23.41923142 869.45327336],769.4532733591345,969.4532733591345,123.63297966627849,27.044538083778026,32.77606038399234,5.731522300214312,0.04635916982414696,0.00035450251540998154
60,hHBB_10388753_IDT_1_hHBB,PSU,0.0,7,2,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample2.csv,[ 23.15240867 884.42086714],784.4208671400293,984.4208671400293,111.54787299245166,505.66065786693514,2119.745972962949,1614.0853150960138,14.469888773273494,0.11064752888315153
61,hHBB_10388753_IDT_1_hHBB,PSU,0.5,7,3,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample3.csv,[ 23.15240867 884.42086714],784.4208671400293,984.4208671400293,112.47919643764824,606.2118305087733,2059.7200938811966,1453.5082633724232,12.922463081234417,0.09539628224890224
62,hHBB_10388753_IDT_1_hHBB,PSU,1.0,7,4,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample4.csv,[ 23.15240867 884.42086714],784.4208671400293,984.4208671400293,117.99650148014159,669.0073599085114,1410.9410551703047,741.9336952617933,6.287760111147517,0.04653135577510129
63,hHBB_10388753_IDT_1_hHBB,PSU,1.5,7,5,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample5.csv,[ 23.15240867 884.42086714],784.4208671400293,984.4208671400293,122.56114038553068,664.109607141592,1464.4604558843096,800.3508487427175,6.530217051058097,0.04439580168987626
64,hHBB_10388753_IDT_1_hHBB,PSU,2.0,7,6,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample6.csv,[ 23.15240867 884.42086714],784.4208671400293,984.4208671400293,125.71102595276518,606.3169453891034,1088.4973602337066,482.1804148446032,3.835625484639496,0.025642726128659414
65,hHBB_10388753_IDT_1_hHBB,PSU,3.0,7,7,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample7.csv,[ 23.15240867 884.42086714],784.4208671400293,984.4208671400293,116.61570037601507,496.973443587532,748.3855321076585,251.41208852012647,2.155902573233918,0.01578778900443818
66,hHBB_10388753_IDT_1_hHBB,PSU,4.0,7,8,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample8.csv,[ 23.15240867 884.42086714],784.4208671400293,984.4208671400293,119.3819191683115,463.9198191942359,726.0962086259022,262.17638943166634,2.196114715345085,0.015740493713562963
67,hHBB_10388753_IDT_1_hHBB,PSU,5.0,7,9,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample9.csv,[ 23.15240867 884.42086714],784.4208671400293,984.4208671400293,117.42030272471033,494.879655280768,620.3360454539406,125.45639017317262,1.0684386538101742,0.0077209206064647725
68,hHBB_10388753_IDT_1_hHBB,PSU,18.0,7,10,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample10.csv,[ 23.15240867 884.42086714],784.4208671400293,984.4208671400293,111.8926888861108,61.36640750865317,47.730353622357605,-13.636053886295564,-0.12186724639511458,-0.0009021990199382753
69,hHBB_10388753_IDT_1_hHBB,PSU,24.0,7,11,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample11.csv,[ 23.15240867 884.42086714],784.4208671400293,984.4208671400293,114.70063381766435,54.796307028506234,61.98258076122911,7.186273732722874,0.06265243262863435,0.00042813746118415904
70,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,0.0,8,2,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample2.csv,[ 23.31495775 838.72005692],738.7200569229635,938.7200569229635,112.25910986610793,435.75862118908685,3254.6459073255496,2818.8872861364625,25.110543718888962,0.18689829331067462
71,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,0.5,8,3,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample3.csv,[ 23.31495775 838.72005692],738.7200569229635,938.7200569229635,118.39362178985331,569.0289719306264,2697.860786657205,2128.8318147265786,17.98096707021278,0.1334591763140005
72,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,1.0,8,4,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample4.csv,[ 23.31495775 838.72005692],738.7200569229635,938.7200569229635,119.03657572183076,511.80221495324906,1773.4131306092456,1261.6109156559965,10.598514851470336,0.0760737673529463
73,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,1.5,8,5,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample5.csv,[ 23.31495775 838.72005692],738.7200569229635,938.7200569229635,122.39632495534688,497.04249348201745,1295.9329358284256,798.8904423464081,6.527078673627353,0.044823729005428095
74,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,2.0,8,6,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample6.csv,[ 23.31495775 838.72005692],738.7200569229635,938.7200569229635,130.6509792199751,484.0418899155476,1081.5566729362947,597.5147830207471,4.573366281585386,0.029540024142307993
75,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,3.0,8,7,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample7.csv,[ 23.31495775 838.72005692],738.7200569229635,938.7200569229635,120.47042966517654,459.5111961759126,953.0787133661229,493.5675171902103,4.097001385003627,0.02923119840039147
76,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,4.0,8,8,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample8.csv,[ 23.31495775 838.72005692],738.7200569229635,938.7200569229635,120.46743113895731,381.1514748438721,614.8966959922269,233.7452211483548,1.9403187976900853,0.01405293939685093
77,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,5.0,8,9,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample9.csv,[ 23.31495775 838.72005692],738.7200569229635,938.7200569229635,124.17350070288809,377.83769596889056,620.264959194864,242.42726322597343,1.9523268801612752,0.013586194806924691
78,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,18.0,8,10,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample10.csv,[ 23.31495775 838.72005692],738.7200569229635,938.7200569229635,123.8905165215049,82.05861824492955,82.19520695621114,0.13658871128158978,0.001102495292752135,7.633847748913684e-06
79,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,24.0,8,11,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample11.csv,[ 23.31495775 838.72005692],738.7200569229635,938.7200569229635,119.3121222450248,33.43993372968029,35.31980112611014,1.8798673964298516,0.015755879294220166,0.00011266634110009882
80,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,0.0,9,2,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_13-15-38_Sample2.csv,[ 23.33927898 858.11642096],758.1164209631751,958.1164209631751,85.754761508848,247.01022646449195,2474.7398662027736,2227.7296397382815,25.97791190298429,0.2862547028632644
81,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,0.5,9,3,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_13-15-38_Sample3.csv,[ 23.33927898 858.11642096],758.1164209631751,958.1164209631751,87.60816112319185,344.8188692060165,2425.9052479512975,2081.086378745281,23.7544807705634,0.25274941566140985
82,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,1.0,9,4,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_13-15-38_Sample4.csv,[ 23.33927898 858.11642096],758.1164209631751,958.1164209631751,91.45435754180171,392.5485537283118,2321.001442907695,1928.4528891793832,21.086506329651172,0.21166641391213326
83,hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,1.5,9,5,,,,,,nts-Eukaryote Total RNA Nano_2020-12-10_13-15-38_Sample5.csv,[ 23.33927898 858.11642096],758.1164209631751,958.1164209631751,90.9985903890312,386.30963329400817,1801.6172875340442,1415.307654240036,15.55307228594867,0.1549757173155815
