,Sample,Nucleotide,Timepoint,Plate,FileNumber,FileName,peak_nts,start_nt,end_nt,p4p6_area,peak_area,peak_background_area,lane_background_area,peak_area_subtracted,fraction_intact,all_id_peaks
10,hHBB_10383601_LinearDesign-beamsize50-USETHISONE_hHBB,PSU,0.0,2,2,nts-Eukaryote Total RNA Nano_2020-12-10_07-47-43_Sample2.csv,844.3224522531091,744.3224522531091,944.3224522531091,352.921061425492,1790.6266896070604,255.56273353745226,1939.9914037599183,1535.0639560696081,0.7912735866223346,[ 25.         844.32245225]
11,hHBB_10383601_LinearDesign-beamsize50-USETHISONE_hHBB,PSU,0.5,2,3,nts-Eukaryote Total RNA Nano_2020-12-10_07-47-43_Sample3.csv,832.004234031494,732.004234031494,932.004234031494,370.65972811244217,1939.603035560839,353.21332384371726,2310.7455297665897,1586.3897117171218,0.6865272230462194,[ 25.         426.91603859 832.00423403]
12,hHBB_10383601_LinearDesign-beamsize50-USETHISONE_hHBB,PSU,1.0,2,4,nts-Eukaryote Total RNA Nano_2020-12-10_07-47-43_Sample4.csv,844.3224522531091,744.3224522531091,944.3224522531091,373.46115256047835,1397.7483666996343,300.43426015552666,1797.095126313893,1097.3141065441077,0.610604352811785,[ 25.         431.4052595  844.32245225]
13,hHBB_10383601_LinearDesign-beamsize50-USETHISONE_hHBB,PSU,1.5,2,5,nts-Eukaryote Total RNA Nano_2020-12-10_07-47-43_Sample5.csv,838.1393863099112,738.1393863099112,938.1393863099112,382.22366338594463,1496.7410860080147,353.8144762503055,2044.4346083742662,1142.9266097577092,0.5590428791784953,[ 25.         429.14799241 838.13938631]
14,hHBB_10383601_LinearDesign-beamsize50-USETHISONE_hHBB,PSU,2.0,2,6,nts-Eukaryote Total RNA Nano_2020-12-10_07-47-43_Sample6.csv,838.1393863099112,738.1393863099112,938.1393863099112,399.4687931471294,1260.6502313332535,308.6015524257158,1896.1339083166308,952.0486789075377,0.5020999174856575,[ 25.         422.5267633  838.13938631]
15,hHBB_10383601_LinearDesign-beamsize50-USETHISONE_hHBB,PSU,3.0,2,7,nts-Eukaryote Total RNA Nano_2020-12-10_07-47-43_Sample7.csv,832.004234031494,732.004234031494,932.004234031494,378.17783889051265,1231.4227366900068,385.5671621031376,2144.288578033069,845.8555745868691,0.3944690949026845,[ 25.         424.70907169 832.00423403]
16,hHBB_10383601_LinearDesign-beamsize50-USETHISONE_hHBB,PSU,4.0,2,8,nts-Eukaryote Total RNA Nano_2020-12-10_07-47-43_Sample8.csv,838.1393863099112,738.1393863099112,938.1393863099112,379.90786231707,653.2050796065358,219.73436549600063,1278.2494155369527,433.4707141105352,0.33911278099700726,[ 25.         424.70907169 838.13938631]
17,hHBB_10383601_LinearDesign-beamsize50-USETHISONE_hHBB,PSU,5.0,2,9,nts-Eukaryote Total RNA Nano_2020-12-10_07-47-43_Sample9.csv,825.9168766008916,725.9168766008916,925.9168766008916,392.8794116025759,965.6082904550926,379.0320585218573,1983.5189962125028,586.5762319332352,0.2957250387081208,[ 25.        422.5267633 825.9168766]
18,hHBB_10383601_LinearDesign-beamsize50-USETHISONE_hHBB,PSU,18.0,2,10,nts-Eukaryote Total RNA Nano_2020-12-10_07-47-43_Sample10.csv,856.8327902284183,756.8327902284183,956.8327902284183,384.12613014820937,172.95500184472084,142.21298443080403,1222.5018168482075,30.742017413916813,0.02514680713782032,[ 25.         422.5267633  856.83279023]
19,hHBB_10383601_LinearDesign-beamsize50-USETHISONE_hHBB,PSU,24.0,2,11,nts-Eukaryote Total RNA Nano_2020-12-10_07-47-43_Sample11.csv,856.8327902284183,756.8327902284183,956.8327902284183,390.15701051264625,90.49506529069437,90.24619951779883,1165.916013615401,0.24886577289554168,0.0002134508575140256,[ 25.         409.93209517]
20,hHBB_10383653_GC_rich_2_hHBB,PSU,0.0,3,2,nts-Eukaryote Total RNA Nano_2020-12-10_08-35-37_Sample2.csv,843.2261878655518,743.2261878655518,943.2261878655518,270.763315105614,3101.7821292075123,525.9833228800098,3362.1283950107054,2575.7988063275025,0.7661214872548914,[ 25.         843.22618787]
21,hHBB_10383653_GC_rich_2_hHBB,PSU,0.5,3,3,nts-Eukaryote Total RNA Nano_2020-12-10_08-35-37_Sample3.csv,855.8439378095864,755.8439378095864,955.8439378095864,261.66343941758026,1917.172978474278,383.90467360992193,2297.3152997840402,1533.268304864356,0.6674174437477046,[ 25.         855.84393781]
22,hHBB_10383653_GC_rich_2_hHBB,PSU,1.0,3,4,nts-Eukaryote Total RNA Nano_2020-12-10_08-35-37_Sample4.csv,862.2243349978453,762.2243349978453,962.2243349978453,265.60571120323044,1609.84654057604,438.28429147215024,2213.6373044149545,1171.5622491038898,0.5292476083445493,[ 25.         409.51926719 862.224335  ]
23,hHBB_10383653_GC_rich_2_hHBB,PSU,1.5,3,5,nts-Eukaryote Total RNA Nano_2020-12-10_08-35-37_Sample5.csv,862.2243349978453,762.2243349978453,962.2243349978453,257.13070365871425,1262.2712454663806,444.26286158862007,2020.1650884034668,818.0083838777605,0.40492155248768863,[ 25.         413.95826693 862.224335  ]
24,hHBB_10383653_GC_rich_2_hHBB,PSU,2.0,3,6,nts-Eukaryote Total RNA Nano_2020-12-10_08-35-37_Sample6.csv,862.2243349978453,762.2243349978453,962.2243349978453,247.2469673655921,1237.0782433657905,499.4866232835934,2206.7617081254434,737.5916200821971,0.33424162534918733,[ 25.         411.72666147 862.224335  ]
25,hHBB_10383653_GC_rich_2_hHBB,PSU,3.0,3,7,nts-Eukaryote Total RNA Nano_2020-12-10_08-35-37_Sample7.csv,875.1286991994383,775.1286991994383,975.1286991994383,227.88864306063812,770.3717194086946,391.5018140016318,1774.1118473358272,378.86990540706284,0.21355468990075763,[ 25.         411.72666147 875.1286992 ]
26,hHBB_10383653_GC_rich_2_hHBB,PSU,4.0,3,8,nts-Eukaryote Total RNA Nano_2020-12-10_08-35-37_Sample8.csv,881.6528703385992,781.6528703385992,981.6528703385992,221.83661138582065,712.4928293675254,409.03797591565905,1988.8458215159026,303.4548534518663,0.152578369911335,[ 25.         411.72666147 881.65287034]
27,hHBB_10383653_GC_rich_2_hHBB,PSU,5.0,3,9,nts-Eukaryote Total RNA Nano_2020-12-10_08-35-37_Sample9.csv,888.2251669031648,788.2251669031648,988.2251669031648,212.2697040789632,480.12399895402086,298.4340911583952,1567.8997185582741,181.6899077956257,0.11588107686038393,[ 25.         411.72666147 888.2251669 ]
28,hHBB_10383653_GC_rich_2_hHBB,PSU,18.0,3,10,nts-Eukaryote Total RNA Nano_2020-12-10_08-35-37_Sample10.csv,888.2251669031648,788.2251669031648,988.2251669031648,212.66497219856484,37.36951888558685,40.418863952514954,578.4250682819425,-3.0493450669281046,-0.0052718065556622085,[ 25.         317.92939737]
29,hHBB_10383653_GC_rich_2_hHBB,PSU,24.0,3,11,nts-Eukaryote Total RNA Nano_2020-12-10_08-35-37_Sample11.csv,888.2251669031648,788.2251669031648,988.2251669031648,215.03205969385814,38.00763014709341,37.43399135472566,523.2728049599618,0.5736387923677455,0.0010962518726950418,[ 25.         312.19863855]
30,hHBB_10383651_GC_rich_1_hHBB,PSU,0.0,4,2,nts-Eukaryote Total RNA Nano_2020-12-10_08-43-35_Sample2.csv,838.2488992428263,738.2488992428263,938.2488992428263,328.5007245073502,3406.4091911251576,643.5404100725714,3629.192777111524,2762.868781052586,0.761290168567886,[ 25.         838.24889924]
31,hHBB_10383651_GC_rich_1_hHBB,PSU,0.5,4,3,nts-Eukaryote Total RNA Nano_2020-12-10_08-43-35_Sample3.csv,832.082740580583,732.082740580583,932.082740580583,343.8084333957268,3457.43762763844,877.1916543967923,4220.204465726463,2580.245973241648,0.6114030716275938,[ 25.         832.08274058]
32,hHBB_10383651_GC_rich_1_hHBB,PSU,1.0,4,4,nts-Eukaryote Total RNA Nano_2020-12-10_08-43-35_Sample4.csv,844.4600677347045,744.4600677347045,944.4600677347045,344.8613623584957,2188.4402820827613,773.6004296933896,3118.6829167311957,1414.8398523893716,0.45366582309442227,[ 25.         410.08653145 844.46006773]
33,hHBB_10383651_GC_rich_1_hHBB,PSU,1.5,4,5,nts-Eukaryote Total RNA Nano_2020-12-10_08-43-35_Sample5.csv,838.2488992428263,738.2488992428263,938.2488992428263,335.6051396646144,1729.3997370632064,694.8485041146143,2743.2532170752393,1034.551232948592,0.37712567928803686,[ 25.         417.64098761 838.24889924]
34,hHBB_10383651_GC_rich_1_hHBB,PSU,2.0,4,6,nts-Eukaryote Total RNA Nano_2020-12-10_08-43-35_Sample6.csv,838.2488992428263,738.2488992428263,938.2488992428263,351.40504371434304,1726.9435628013753,746.8131127230944,3127.979779373305,980.1304500782809,0.3133429622983852,[ 25.         379.77488162 838.24889924]
35,hHBB_10383651_GC_rich_1_hHBB,PSU,3.0,4,7,nts-Eukaryote Total RNA Nano_2020-12-10_08-43-35_Sample7.csv,857.0179192024261,757.0179192024261,957.0179192024261,343.7045727636927,987.6174685469547,536.0152161118301,2312.676403790079,451.60225243512457,0.19527256459011133,[ 25.         410.08653145 857.0179192 ]
36,hHBB_10383651_GC_rich_1_hHBB,PSU,4.0,4,8,nts-Eukaryote Total RNA Nano_2020-12-10_08-43-35_Sample8.csv,850.7163676885792,750.7163676885792,950.7163676885792,352.62728892658686,909.7911782541657,573.5316242421292,2575.795525582874,336.2595540120366,0.130545903458678,[ 25.         410.08653145 850.71636769]
37,hHBB_10383651_GC_rich_1_hHBB,PSU,5.0,4,9,nts-Eukaryote Total RNA Nano_2020-12-10_08-43-35_Sample9.csv,844.4600677347045,744.4600677347045,944.4600677347045,373.4100059156077,861.4548239299837,585.8141199326099,2740.3662275593138,275.64070399737386,0.10058535287193024,[ 25.         402.75043579 844.46006773]
38,hHBB_10383651_GC_rich_1_hHBB,PSU,18.0,4,10,nts-Eukaryote Total RNA Nano_2020-12-10_08-43-35_Sample10.csv,844.4600677347045,744.4600677347045,944.4600677347045,356.4680421127767,82.60111229363629,98.79894415852596,1102.6065948960027,-16.197831864889665,-0.0146904906426915,[ 25.         273.60011563 506.78602872]
39,hHBB_10383651_GC_rich_1_hHBB,PSU,24.0,4,11,nts-Eukaryote Total RNA Nano_2020-12-10_08-43-35_Sample11.csv,844.4600677347045,744.4600677347045,944.4600677347045,366.4230384119025,57.520905914501604,57.02215341191126,872.1505877726831,0.4987525025903423,0.0005718651223569855,[ 25.         270.48531303 486.81270052]
40,hHBB_10388774_Twist_1_hHBB,PSU,0.0,5,2,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample2.csv,875.9381187008693,775.9381187008693,975.9381187008693,98.95952713572888,1924.9030125677261,339.26088427769247,2152.4052521643343,1585.6421282900337,0.7366838222939679,[ 23.44625476 875.9381187 ]
41,hHBB_10388774_Twist_1_hHBB,PSU,0.5,5,3,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample3.csv,869.38566793214,769.38566793214,969.38566793214,97.53590779736356,2085.1840131327485,477.5170086532752,2623.2682954124857,1607.6670044794732,0.6128488676857514,[ 23.44625476 869.38566793]
42,hHBB_10388774_Twist_1_hHBB,PSU,1.0,5,4,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample4.csv,882.5254935130417,782.5254935130417,982.5254935130417,99.65738262053112,1431.262814883379,401.8125945626379,2025.4381376095344,1029.450220320741,0.5082605097659119,[ 23.44625476 882.52549351]
43,hHBB_10388774_Twist_1_hHBB,PSU,1.5,5,5,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample5.csv,895.805423046583,795.805423046583,995.805423046583,106.9313388054282,1075.809046696744,414.3929253917594,1961.079394048557,661.4161213049846,0.33727146555730303,[ 23.44625476 254.03404297 895.80542305]
44,hHBB_10388774_Twist_1_hHBB,PSU,2.0,5,6,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample6.csv,889.1478943203218,789.1478943203218,989.1478943203218,103.30833819854645,1092.2561387288308,495.1615142547322,2160.179466774449,597.0946244740986,0.27640973060709273,[ 23.44625476 362.28652159 889.14789432]
45,hHBB_10388774_Twist_1_hHBB,PSU,3.0,5,7,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample7.csv,915.9897955612352,815.9897955612352,1015.9897955612352,93.95521771663509,575.0056649401382,324.58706254984384,1558.7045271260204,250.41860239029438,0.16065816069195787,[ 23.44625476 376.45873109 915.98979556]
46,hHBB_10388774_Twist_1_hHBB,PSU,4.0,5,8,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample8.csv,909.22627181263,809.22627181263,1009.22627181263,90.10182461571198,625.0092178189665,385.32730984265413,2058.0121320538055,239.68190797631235,0.1164628255797114,[ 23.44625476 362.28652159 909.22627181]
47,hHBB_10388774_Twist_1_hHBB,PSU,5.0,5,9,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample9.csv,922.7888546464646,822.7888546464646,1022.7888546464646,93.47198862697007,377.25728331855373,261.89977456788375,1565.3774574684921,115.35750875066998,0.0736930944037131,[ 23.44625476 358.80415467 922.78885465]
48,hHBB_10388774_Twist_1_hHBB,PSU,18.0,5,10,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample10.csv,1408.7542108201114,1308.7542108201114,1508.7542108201114,92.23289718046894,132.04442714182252,57.01760930487017,844.2541907710543,75.02681783695235,0.08886756933765484,[  23.44625476  164.76078733  478.46666762 1408.75421082]
49,hHBB_10388774_Twist_1_hHBB,PSU,24.0,5,11,nts-Eukaryote Total RNA Nano_2020-12-10_11-51-15_Sample11.csv,1408.7542108201114,1308.7542108201114,1508.7542108201114,92.14971164901496,17.690349799081943,19.16567218001499,572.687190156023,-1.4753223809330471,-0.0025761400050367984,[ 23.44625476 160.77100725]
50,hHBB_10388767_Genewiz_1_hHBB,PSU,0.0,6,2,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample2.csv,869.4532733591345,769.4532733591345,969.4532733591345,130.25096305567806,3016.254920588365,392.8196820988886,3155.9807690161074,2623.4352384894764,0.8312583093804292,[ 23.41923142 869.45327336]
51,hHBB_10388767_Genewiz_1_hHBB,PSU,0.5,6,3,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample3.csv,869.4532733591345,769.4532733591345,969.4532733591345,135.63834393842268,2963.0246142708347,559.7211152033575,3524.450192319161,2403.3034990674773,0.6818945843822676,[ 23.41923142 869.45327336]
52,hHBB_10388767_Genewiz_1_hHBB,PSU,1.0,6,4,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample4.csv,882.6162882800037,782.6162882800037,982.6162882800037,136.32389041898173,2119.4682771141524,591.3551957584893,2861.620382550594,1528.113081355663,0.5340027247057972,[ 23.41923142 882.61628828]
53,hHBB_10388767_Genewiz_1_hHBB,PSU,1.5,6,5,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample5.csv,882.6162882800037,782.6162882800037,982.6162882800037,142.15454946134656,1692.822174283221,629.779130215933,2626.3599883420643,1063.043044067288,0.40475907673964856,[ 23.41923142 325.05543609 882.61628828]
54,hHBB_10388767_Genewiz_1_hHBB,PSU,2.0,6,6,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample6.csv,876.0172945955014,776.0172945955014,976.0172945955014,141.41848722442637,1535.489083351007,638.9969136295944,2646.51443613908,896.4921697214126,0.33874448500242377,[ 23.41923142 315.4803436  876.0172946 ]
55,hHBB_10388767_Genewiz_1_hHBB,PSU,3.0,6,7,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample7.csv,882.6162882800037,782.6162882800037,982.6162882800037,136.55633698543014,1031.6320147680356,564.5011399023122,2339.1054655328953,467.1308748657234,0.19970492213753244,[ 23.41923142 309.21145554 882.61628828]
56,hHBB_10388767_Genewiz_1_hHBB,PSU,4.0,6,8,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample8.csv,909.3639355661527,809.3639355661527,1009.3639355661527,139.07944532964552,594.0583406428146,381.8766597698674,1784.3729820462086,212.18168087294725,0.11891105895900218,[ 23.41923142 390.66330792 909.36393557]
57,hHBB_10388767_Genewiz_1_hHBB,PSU,5.0,6,9,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample9.csv,929.7966490649517,829.7966490649517,1029.7966490649517,138.02103295967154,374.66878534361484,255.5334278779439,1339.4519180976129,119.13535746567095,0.08894336247237278,[ 23.41923142 390.66330792 929.79664906]
58,hHBB_10388767_Genewiz_1_hHBB,PSU,18.0,6,10,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample10.csv,929.7966490649517,829.7966490649517,1029.7966490649517,133.74497742939772,58.26149261958127,66.32060839356039,1015.1084924116299,-8.059115773979123,-0.007939166930652693,[ 23.41923142 215.7932138  569.01696176]
59,hHBB_10388767_Genewiz_1_hHBB,PSU,24.0,6,11,nts-Eukaryote Total RNA Nano_2020-12-10_11-57-22_Sample11.csv,929.7966490649517,829.7966490649517,1029.7966490649517,130.72646120072616,27.111895230204695,23.639528637768922,653.3579925702094,3.4723665924357725,0.005314646230584888,[ 23.41923142 215.7932138 ]
60,hHBB_10388753_IDT_1_hHBB,PSU,0.0,7,2,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample2.csv,884.4208671400293,784.4208671400293,984.4208671400293,130.533339346944,2119.745972962949,505.66065786693514,2270.8874551946274,1614.0853150960138,0.7107729233361227,[ 23.15240867 884.42086714]
61,hHBB_10388753_IDT_1_hHBB,PSU,0.5,7,3,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample3.csv,884.4208671400293,784.4208671400293,984.4208671400293,135.351092895756,2059.7200938811966,606.2118305087733,2591.4470358373724,1453.5082633724232,0.5608867336556436,[ 23.15240867 884.42086714]
62,hHBB_10388753_IDT_1_hHBB,PSU,1.0,7,4,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample4.csv,904.7088123604317,804.7088123604317,1004.7088123604317,136.42349015787389,1476.672235305319,469.85393995818254,2171.831064105275,1006.8182953471364,0.4635803916737481,[ 23.15240867 350.34577413 904.70881236]
63,hHBB_10388753_IDT_1_hHBB,PSU,1.5,7,5,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample5.csv,891.1465851869872,791.1465851869872,991.1465851869872,145.74882015244165,1468.5420050063644,609.2941462843081,2582.141322852509,859.2478587220563,0.3327656201918644,[ 23.15240867 340.52961466 891.14658519]
64,hHBB_10388753_IDT_1_hHBB,PSU,2.0,7,6,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample6.csv,911.5455021806127,811.5455021806127,1011.5455021806127,148.6127232235839,1128.2972206359643,462.99840219791616,2220.5154905039685,665.2988184380481,0.2996145810660622,[ 23.15240867 337.30669947 911.54550218]
65,hHBB_10388753_IDT_1_hHBB,PSU,3.0,7,7,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample7.csv,911.5455021806127,811.5455021806127,1011.5455021806127,135.60725361015173,769.0130642497567,403.7463350622264,1943.8405834121309,365.26672918753025,0.18790981745342375,[ 23.15240867 337.30669947 911.54550218]
66,hHBB_10388753_IDT_1_hHBB,PSU,4.0,7,8,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample8.csv,911.5455021806127,811.5455021806127,1011.5455021806127,139.09967806444382,729.4054932189264,397.40065501799927,2144.3420715487946,332.0048382009271,0.15482830030058117,[ 23.15240867 334.10813814 911.54550218]
67,hHBB_10388753_IDT_1_hHBB,PSU,5.0,7,9,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample9.csv,932.2789536012132,832.2789536012132,1032.2789536012133,137.24275603895552,639.0717885658654,362.2669176957395,2034.381785946226,276.8048708701259,0.13606338435702184,[ 23.15240867 330.93380105 932.2789536 ]
68,hHBB_10388753_IDT_1_hHBB,PSU,18.0,7,10,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample10.csv,932.2789536012132,832.2789536012132,1032.2789536012133,133.98433851662932,36.71926415568724,39.8490958480758,818.7316186750159,-3.1298316923885565,-0.003822781020053532,[ 23.15240867 189.71450337]
69,hHBB_10388753_IDT_1_hHBB,PSU,24.0,7,11,nts-Eukaryote Total RNA Nano_2020-12-10_12-26-54_Sample11.csv,932.2789536012132,832.2789536012132,1032.2789536012133,141.1877031520071,59.45678419644416,42.52198378542382,753.1645891224595,16.93480041102034,0.022484860089813458,[ 23.15240867 191.76602491]
70,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,0.0,8,2,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample2.csv,838.7200569229635,738.7200569229635,938.7200569229635,133.04941977041315,3254.6459073255496,435.75862118908685,3585.399698511854,2818.8872861364625,0.7862128418503694,[ 23.31495775 838.72005692]
71,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,0.5,8,3,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample3.csv,845.1080010626864,745.1080010626864,945.1080010626864,135.1840691552781,2701.0682338677843,525.4240200224259,3472.5423889828985,2175.6442138453585,0.6265277626985573,[ 23.31495775 845.10800106]
72,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,1.0,8,4,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample4.csv,851.5306537418013,751.5306537418013,951.5306537418013,138.56777182653857,1775.4600333307005,442.42204372160865,2677.7745170100143,1333.037989609092,0.4978156230635705,[ 23.31495775 322.60578489 851.53065374]
73,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,1.5,8,5,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample5.csv,851.5306537418013,751.5306537418013,951.5306537418013,144.52550768972498,1293.8681228483315,440.22310314101753,2359.541454537603,853.645019707314,0.36178428569910503,[ 23.31495775 319.47620729 851.53065374]
74,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,2.0,8,6,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample6.csv,857.9881062967011,757.9881062967011,957.9881062967011,153.1974889116346,1073.302637509818,395.70107266302324,2206.56152088816,677.6015648467946,0.30708482787919467,[ 23.31495775 322.60578489 857.9881063 ]
75,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,3.0,8,7,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample7.csv,857.9881062967011,757.9881062967011,957.9881062967011,139.0284967602662,935.1811515167857,396.33660559885385,2466.757164668661,538.8445459179318,0.21844247728791347,[ 23.31495775 316.36965079 857.9881063 ]
76,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,4.0,8,8,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample8.csv,857.9881062967011,757.9881062967011,957.9881062967011,138.79031134452154,594.9684988794256,327.0819927169703,2062.933728930106,267.8865061624553,0.12985705861786873,[ 23.31495775 280.84435682 690.03022612]
77,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,5.0,8,9,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample9.csv,864.4804498516347,764.4804498516347,964.4804498516347,142.77103737274246,590.9268123524733,309.16056726302907,2333.790319556637,281.7662450894443,0.1207333164116359,[ 23.31495775 310.2251388  864.48044985]
78,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,18.0,8,10,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample10.csv,864.4804498516347,764.4804498516347,964.4804498516347,143.28861751020696,75.70482967065693,97.37084676977868,1088.7028835398125,-21.666017099121746,-0.01990076211489105,[ 23.31495775 163.77550646]
79,hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,24.0,8,11,nts-Eukaryote Total RNA Nano_2020-12-10_12-35-05_Sample11.csv,864.4804498516347,764.4804498516347,964.4804498516347,140.0823531076733,41.22063014285696,41.64281783114391,611.1111476105518,-0.42218768828694664,-0.0006908525395710796,[ 23.31495775 161.87755048 459.70823329]
