Time,Value,Timepoint
26.3,9.44E-02,0
26.35,0.1013277,0
26.4,0.1022005,0
26.45,0.1231655,0
26.5,0.1323077,0
26.55,0.1335507,0
26.6,0.1321657,0
26.65,0.1218848,0
26.7,0.1137631,0
26.75,0.1344776,0
26.8,0.162801,0
26.85,0.1685855,0
26.9,0.1695344,0
26.95,0.1705842,0
27,0.1767349,0
27.05,0.1902261,0
27.1,0.1940244,0
27.15,0.1676957,0
27.2,0.1277244,0
27.25,0.1254517,0
27.3,0.1431348,0
27.35,0.1588719,0
27.4,0.1715661,0
27.45,0.1840841,0
27.5,0.1960317,0
27.55,0.2103819,0
27.6,0.2155355,0
27.65,0.2708889,0
27.7,0.3185565,0
27.75,0.3117026,0
27.8,0.2882276,0
27.85,0.2638007,0
27.9,0.2448463,0
27.95,0.2241832,0
28,0.2270852,0
28.05,0.2113282,0
28.1,0.1724442,0
28.15,0.1713797,0
28.2,0.2105216,0
28.25,0.2534185,0
28.3,0.2715942,0
28.35,0.2629946,0
28.4,0.2394187,0
28.45,0.2259488,0
28.5,0.2201346,0
28.55,0.2170743,0
28.6,0.2083546,0
28.65,0.202872,0
28.7,0.2074222,0
28.75,0.2382919,0
28.8,0.2673378,0
28.85,0.308158,0
28.9,0.3940791,0
28.95,0.5728492,0
29,0.8806441,0
29.05,1.335112,0
29.1,1.873151,0
29.15,2.405694,0
29.2,2.884365,0
29.25,3.235146,0
29.3,3.431008,0
29.35,3.461579,0
29.4,3.351783,0
29.45,3.125627,0
29.5,2.795121,0
29.55,2.43107,0
29.6,2.037155,0
29.65,1.692555,0
29.7,1.419861,0
29.75,1.180281,0
29.8,1.034932,0
29.85,0.8817997,0
29.9,0.7614766,0
29.95,0.7462846,0
30,0.7301852,0
30.05,0.6837286,0
30.1,0.6038471,0
30.15,0.5176862,0
30.2,0.4434164,0
30.25,0.4055898,0
30.3,0.4200417,0
30.35,0.4191318,0
30.4,0.3853982,0
30.45,0.3643467,0
30.5,0.3254737,0
30.55,0.3027285,0
30.6,0.2587051,0
30.65,0.2303878,0
30.7,0.2140563,0
30.75,0.1999512,0
30.8,0.1911693,0
30.85,0.1923226,0
30.9,0.1994219,0
30.95,0.2254742,0
31,0.2574919,0
31.05,0.2914225,0
31.1,0.3151141,0
31.15,0.3209233,0
31.2,0.3155962,0
31.25,0.3465529,0
31.3,0.3913046,0
31.35,0.4504157,0
31.4,0.4996837,0
31.45,0.5186585,0
31.5,0.4962463,0
31.55,0.4596654,0
31.6,0.4210647,0
31.65,0.4057746,0
31.7,0.3860903,0
31.75,0.3973867,0
31.8,0.4077521,0
31.85,0.4255407,0
31.9,0.4384953,0
31.95,0.4325121,0
32,0.4218777,0
32.05,0.3992481,0
32.1,0.3633608,0
32.15,0.3275767,0
32.2,0.303607,0
32.25,0.2941031,0
32.3,0.2905817,0
32.35,0.3085267,0
32.4,0.3076591,0
32.45,0.2913088,0
32.5,0.2985889,0
32.55,0.3124211,0
32.6,0.3208494,0
32.65,0.3614735,0
32.7,0.4051539,0
32.75,0.4161455,0
32.8,0.4097806,0
32.85,0.4208981,0
32.9,0.4078166,0
32.95,0.3910723,0
33,0.3958931,0
33.05,0.3987022,0
33.1,0.3687898,0
33.15,0.3550317,0
33.2,0.3741731,0
33.25,0.3899519,0
33.3,0.425972,0
33.35,0.471884,0
33.4,0.5039279,0
33.45,0.5162112,0
33.5,0.5224524,0
33.55,0.636571,0
33.6,0.7179961,0
33.65,0.7429527,0
33.7,0.7048841,0
33.75,0.6230965,0
33.8,0.5472489,0
33.85,0.4947917,0
33.9,0.5213894,0
33.95,0.5294134,0
34,0.5295874,0
34.05,0.5339717,0
34.1,0.5192689,0
34.15,0.5042419,0
34.2,0.5095444,0
34.25,0.5416176,0
34.3,0.5811734,0
34.35,0.6015315,0
34.4,0.6353849,0
34.45,0.6151487,0
34.5,0.5648994,0
34.55,0.5227622,0
34.6,0.5185818,0
34.65,0.521353,0
34.7,0.530346,0
34.75,0.5562034,0
34.8,0.5883306,0
34.85,0.6283069,0
34.9,0.6528986,0
34.95,0.6720957,0
35,0.6527613,0
35.05,0.598653,0
35.1,0.558075,0
35.15,0.5539557,0
35.2,0.5792561,0
35.25,0.672641,0
35.3,0.7713552,0
35.35,0.8675666,0
35.4,0.8942156,0
35.45,0.8622985,0
35.5,0.8201934,0
35.55,0.7747186,0
35.6,0.7547961,0
35.65,0.7469385,0
35.7,0.7400665,0
35.75,0.7251701,0
35.8,0.7253509,0
35.85,0.7496142,0
35.9,0.7590119,0
35.95,0.7453248,0
36,0.7295837,0
36.05,0.7113116,0
36.1,0.7134517,0
36.15,0.6999866,0
36.2,0.6911458,0
36.25,0.6536635,0
36.3,0.5948105,0
36.35,0.5527142,0
36.4,0.5644805,0
36.45,0.5963911,0
36.5,0.6298577,0
36.55,0.6400694,0
36.6,0.6215503,0
36.65,0.5995729,0
36.7,0.5830261,0
36.75,0.5975298,0
36.8,0.6211305,0
36.85,0.6484212,0
36.9,0.6776581,0
36.95,0.6941308,0
37,0.7688424,0
37.05,0.8707413,0
37.1,1.045112,0
37.15,1.431183,0
37.2,2.1806,0
37.25,3.433118,0
37.3,5.230597,0
37.35,7.389099,0
37.4,9.498814,0
37.45,11.09121,0
37.5,11.95939,0
37.55,12.11542,0
37.6,11.8786,0
37.65,11.43766,0
37.7,10.83326,0
37.75,10.21487,0
37.8,9.5574,0
37.85,8.732738,0
37.9,8.008042,0
37.95,7.287073,0
38,6.597056,0
38.05,5.858283,0
38.1,5.222095,0
38.15,4.727342,0
38.2,4.245048,0
38.25,3.790936,0
38.3,3.387404,0
38.35,3.023401,0
38.4,2.732142,0
38.45,2.52406,0
38.5,2.374622,0
38.55,2.177448,0
38.6,1.975669,0
38.65,1.824203,0
38.7,1.658298,0
38.75,1.545141,0
38.8,1.445607,0
38.85,1.349517,0
38.9,1.25136,0
38.95,1.183187,0
39,1.134699,0
39.05,1.072641,0
39.1,1.032309,0
39.15,0.9954125,0
39.2,0.9523436,0
39.25,0.9016082,0
39.3,0.8347982,0
39.35,0.779712,0
39.4,0.7509366,0
39.45,0.742453,0
39.5,0.736622,0
39.55,0.7573061,0
39.6,0.7486229,0
39.65,0.7285473,0
39.7,0.7043268,0
39.75,0.6922397,0
39.8,0.6629605,0
39.85,0.6294667,0
39.9,0.6131337,0
39.95,0.6204703,0
40,0.6355131,0
40.05,0.6574989,0
40.1,0.6706433,0
40.15,0.6583291,0
40.2,0.6284256,0
40.25,0.5790597,0
40.3,0.5467838,0
40.35,0.5203792,0
40.4,0.4934751,0
40.45,0.4852067,0
40.5,0.4803429,0
40.55,0.4493504,0
40.6,0.4328506,0
40.65,0.4222598,0
40.7,0.4215996,0
40.75,0.3986974,0
40.8,0.3812485,0
40.85,0.3654751,0
40.9,0.3400821,0
40.95,0.3446865,0
41,0.3726379,0
41.05,0.3671936,0
41.1,0.3980195,0
41.15,0.4841696,0
41.2,0.5547497,0
41.25,0.563532,0
41.3,0.5587659,0
41.35,0.4815825,0
41.4,0.3837242,0
41.45,0.3380221,0
41.5,0.3601444,0
41.55,0.3668709,0
41.6,0.382663,0
41.65,0.3819838,0
41.7,0.3431219,0
41.75,0.2995155,0
41.8,0.2633404,0
41.85,0.222154,0
41.9,0.2180158,0
41.95,0.2446214,0
42,0.2782936,0
42.05,0.2965897,0
42.1,0.3162461,0
42.15,0.331197,0
42.2,0.3325729,0
42.25,0.3531472,0
42.3,0.3841705,0
42.35,0.3744033,0
42.4,0.3630005,0
42.45,0.3232877,0
42.5,0.2893178,0
42.55,0.2717682,0
42.6,0.2681097,0
42.65,0.277409,0
42.7,0.3072535,0
42.75,0.3408051,0
42.8,0.3452688,0
42.85,0.3660297,0
42.9,0.4122389,0
42.95,0.4334074,0
43,0.4161959,0
43.05,0.3997259,0
43.1,0.4293202,0
43.15,0.4393446,0
43.2,0.4451332,0
43.25,0.4880625,0
43.3,0.4801162,0
43.35,0.4518883,0
43.4,0.4261056,0
43.45,0.4373485,0
43.5,0.4254252,0
43.55,0.3947297,0
43.6,0.3842922,0
43.65,0.3793655,0
43.7,0.3681771,0
43.75,0.354369,0
43.8,0.3509178,0
43.85,0.3141702,0
43.9,0.2842152,0
43.95,0.2686381,0
44,0.2798845,0
44.05,0.2837141,0
44.1,0.2929905,0
44.15,0.2774532,0
44.2,0.2641272,0
44.25,0.3756161,0
44.3,0.5047567,0
44.35,0.5329969,0
44.4,0.4713707,0
44.45,0.3800097,0
44.5,0.2772031,0
44.55,0.2001703,0
44.6,0.1961246,0
44.65,0.1988643,0
44.7,0.1682803,0
44.75,0.1578003,0
44.8,0.1783065,0
44.85,0.2035214,0
44.9,0.2016827,0
44.95,0.2139826,0
45,0.1930237,0
45.05,0.1813381,0
45.1,0.1774127,0
45.15,0.2128949,0
45.2,0.2573727,0
45.25,0.2835295,0
45.3,0.2703259,0
45.35,0.2616412,0
45.4,0.2357177,0
45.45,0.2200413,0
45.5,0.213791,0
45.55,0.1942575,0
45.6,0.1586523,0
45.65,0.1334777,0
45.7,0.1323557,0
45.75,0.1151771,0
45.8,0.1147193,0
45.85,0.1218035,0
45.9,0.1334991,0
45.95,0.1588922,0
46,0.1835637,0
46.05,0.184524,0
46.1,0.1829158,0
46.15,0.1878157,0
46.2,0.1896413,0
46.25,0.195732,0
46.3,0.2079273,0
46.35,0.2075997,0
46.4,0.2018821,0
46.45,0.2026125,0
46.5,0.2154643,0
46.55,0.2294045,0
46.6,0.2301249,0
46.65,0.2164364,0
46.7,0.1713532,0
46.75,0.1493723,0
46.8,0.1604881,0
46.85,0.1533591,0
46.9,0.154229,0
46.95,0.1679118,0
47,0.1781118,0
47.05,0.1850308,0
47.1,0.1799831,0
47.15,0.1709684,0
47.2,0.163654,0
47.25,0.1570206,0
47.3,0.1721893,0
47.35,0.1948522,0
47.4,0.2035816,0
47.45,0.1969287,0
47.5,0.2023306,0
47.55,0.209072,0
47.6,0.2015567,0
47.65,0.1775947,0
47.7,0.1679153,0
47.75,0.1704875,0
47.8,0.1703889,0
47.85,0.1776184,0
47.9,0.1667595,0
47.95,0.1471654,0
48,0.1355743,0
48.05,0.1349539,0
48.1,0.1547052,0
48.15,0.1623539,0
48.2,0.1781677,0
48.25,0.1890576,0
48.3,0.196757,0
48.35,0.1910574,0
48.4,0.1621386,0
48.45,0.1572051,0
48.5,0.1294006,0
48.55,0.1376324,0
48.6,0.1534247,0
48.65,0.1688768,0
48.7,0.1496141,0
48.75,0.1546275,0
48.8,0.185197,0
48.85,0.2033974,0
48.9,0.20644,0
48.95,0.2099927,0
49,0.2039232,0
49.05,0.1897876,0
49.1,0.1774157,0
49.15,0.172775,0
49.2,0.1648254,0
49.25,0.1498184,0
49.3,0.1638353,0
49.35,0.1908491,0
49.4,0.2042691,0
49.45,0.2093942,0
49.5,0.1884346,0
49.55,0.1917732,0
49.6,0.161124,0
49.65,0.1564562,0
49.7,0.1872533,0
49.75,0.1851746,0
49.8,0.2058225,0
49.85,0.274729,0
49.9,0.3087586,0
49.95,0.2962055,0
50,0.2679346,0
50.05,0.234984,0
50.1,0.197322,0
50.15,0.1821502,0
50.2,0.1937892,0
50.25,0.1702407,0
50.3,0.202981,0
50.35,0.2577158,0
50.4,0.2851143,0
50.45,0.2625541,0
50.5,0.2193301,0
50.55,0.1634035,0
50.6,0.1307743,0
50.65,0.1315383,0
50.7,0.1361936,0
50.75,0.1165057,0
50.8,0.1116158,0
50.85,0.1219257,0
50.9,0.1443637,0
50.95,0.1730032,0
51,0.1805331,0
51.05,0.165653,0
51.1,0.1389373,0
51.15,0.1352966,0
51.2,0.1511817,0
51.25,0.1321425,0
51.3,0.1247177,0
51.35,0.1147114,0
51.4,0.1022474,0
51.45,0.1022124,0
51.5,0.1136696,0
51.55,0.1368458,0
51.6,0.1344173,0
51.65,0.1216592,0
51.7,0.1233948,0
51.75,0.1196918,0
51.8,0.1116467,0
51.85,0.1058681,0
51.9,0.1066641,0
51.95,0.1080706,0
52,0.1040058,0
52.05,0.1074712,0
52.1,0.1085765,0
52.15,0.134432,0
52.2,0.1523781,0
52.25,0.1573615,0
52.3,0.1723059,0
52.35,0.1952735,0
52.4,0.1935866,0
52.45,0.2011918,0
52.5,0.2081947,0
52.55,0.2581843,0
52.6,0.2993218,0
52.65,0.3337436,0
52.7,0.3619475,0
52.75,0.3624388,0
52.8,0.3478559,0
52.85,0.3199892,0
52.9,0.3050226,0
52.95,0.2501169,0
53,0.2051827,0
53.05,0.1889936,0
53.1,0.1809883,0
53.15,0.2003289,0
53.2,0.2057158,0
53.25,0.1963261,0
53.3,0.1894227,0
53.35,0.1793252,0
53.4,0.1918577,0
53.45,0.2024813,0
53.5,0.2199616,0
53.55,0.2457915,0
53.6,0.2566906,0
53.65,0.2681165,0
53.7,0.2731501,0
53.75,0.2812455,0
53.8,0.2750766,0
53.85,0.266532,0
53.9,0.2520706,0
53.95,0.2371177,0
54,0.1922112,0
54.05,0.1892102,0
54.1,0.1853134,0
54.15,0.1856872,0
54.2,0.1810879,0
54.25,0.1807673,0
54.3,0.1796594,0
54.35,0.1819614,0
54.4,0.1827979,0
54.45,0.184248,0
54.5,0.1806608,0
54.55,0.1646596,0
54.6,0.1710262,0
54.65,0.2196385,0
54.7,0.2877631,0
54.75,0.3336293,0
54.8,0.3559154,0
54.85,0.3596839,0
54.9,0.3268013,0
54.95,0.2688094,0
55,0.2878619,0
55.05,0.3453037,0
55.1,0.3748689,0
55.15,0.3733412,0
55.2,0.3632507,0
55.25,0.3137456,0
55.3,0.2514609,0
55.35,0.2205924,0
55.4,0.2270878,0
55.45,0.2291055,0
55.5,0.2142029,0
55.55,0.2136844,0
55.6,0.2031025,0
55.65,0.2012813,0
55.7,0.2052798,0
55.75,0.2313964,0
55.8,0.2436104,0
55.85,0.2062024,0
55.9,0.1778282,0
55.95,0.1797616,0
56,0.1748532,0
56.05,0.1906905,0
56.1,0.1895302,0
56.15,0.2010617,0
56.2,0.2001358,0
56.25,0.1956387,0
56.3,0.2006249,0
56.35,0.1974275,0
56.4,0.1719246,0
56.45,0.1477731,0
56.5,0.1607327,0
56.55,0.1703832,0
56.6,0.175545,0
56.65,0.2036001,0
56.7,0.2304726,0
56.75,0.2279302,0
56.8,0.2214912,0
56.85,0.2145952,0
56.9,0.1875174,0
56.95,0.179057,0
57,0.1900215,0
57.05,0.2064859,0
57.1,0.2055221,0
57.15,0.1994602,0
57.2,0.1718849,0
57.25,0.1512898,0
57.3,0.1792984,0
57.35,0.2388963,0
57.4,0.2773305,0
57.45,0.2672239,0
57.5,0.2442383,0
57.55,0.2069983,0
57.6,0.1723862,0
57.65,0.1488236,0
57.7,0.1764662,0
57.75,0.195583,0
57.8,0.4527524,0
57.85,0.6731015,0
57.9,0.7497737,0
57.95,0.6571758,0
58,0.4733806,0
58.05,0.2903602,0
58.1,0.1634956,0
58.15,0.2014831,0
58.2,0.2344195,0
58.25,0.2153668,0
58.3,0.1950788,0
58.35,0.1983888,0
58.4,0.2124069,0
58.45,0.2168556,0
58.5,0.2240677,0
58.55,0.2119981,0
58.6,0.1827938,0
58.65,0.1764352,0
58.7,0.1688426,0
58.75,0.1656956,0
58.8,0.1458549,0
58.85,0.1395212,0
58.9,0.1103505,0
58.95,0.101717,0
59,0.1330405,0
59.05,0.1690741,0
59.1,0.2122128,0
59.15,0.2264644,0
59.2,0.2150621,0
59.25,0.1898309,0
59.3,0.179399,0
59.35,0.1824185,0
59.4,0.1809769,0
59.45,0.1971164,0
59.5,0.1893006,0
59.55,0.1503232,0
59.6,0.1499445,0
59.65,0.1509541,0
59.7,0.1628215,0
59.75,0.1705373,0
59.8,0.1927514,0
59.85,0.1914148,0
59.9,0.1770265,0
59.95,0.1827029,0
60,0.1725756,0
60.05,0.176144,0
60.1,0.1693239,0
60.15,0.1667424,0
60.2,0.1568695,0
60.25,0.1570364,0
60.3,0.1708832,0
60.35,0.170546,0
60.4,0.1692959,0
60.45,0.1695012,0
60.5,0.1501329,0
60.55,0.1211062,0
60.6,0.1140346,0
60.65,0.1200402,0
60.7,0.127539,0
60.75,0.1543827,0
60.8,0.1798659,0
60.85,0.1904001,0
60.9,0.189977,0
60.95,0.1861474,0
61,0.1792796,0
61.05,0.1573642,0
61.1,0.1591419,0
61.15,0.178626,0
61.2,0.1691399,0
61.25,0.1493616,0
61.3,0.1650403,0
61.35,0.1806746,0
61.4,0.1808313,0
61.45,0.1582421,0
61.5,0.1553714,0
61.55,0.1458214,0
61.6,0.1481768,0
61.65,0.1594927,0
61.7,0.1522202,0
61.75,0.1564055,0
61.8,0.1796265,0
61.85,0.1973134,0
61.9,0.1845062,0
61.95,0.2214101,0
62,0.2394143,0
62.05,0.2408252,0
62.1,0.2196655,0
62.15,0.1966131,0
62.2,0.1615656,0
62.25,0.1467528,0
62.3,0.1602953,0
62.35,0.177163,0
62.4,0.1875191,0
62.45,0.171379,0
62.5,0.1571291,0
62.55,0.1591281,0
62.6,0.1623927,0
62.65,0.1676037,0
62.7,0.1830355,0
62.75,0.226815,0
62.8,0.2237349,0
62.85,0.2093609,0
62.9,0.2192076,0
62.95,0.2314844,0
63,0.2326927,0
63.05,0.2469296,0
63.1,0.2410758,0
63.15,0.2097005,0
63.2,0.1812439,0
63.25,0.1934157,0
63.3,0.1972414,0
63.35,0.2030423,0
63.4,0.231177,0
63.45,0.2645187,0
63.5,0.2720638,0
63.55,0.264819,0
63.6,0.261921,0
63.65,0.2385832,0
63.7,0.2079723,0
63.75,0.1834888,0
63.8,0.1804606,0
63.85,0.1641446,0
63.9,0.1624222,0
63.95,0.160294,0
64,0.1441645,0
64.05,0.1167445,0
64.1,0.1008743,0
64.15,0.1124331,0
64.2,0.1496392,0
64.25,0.1675248,0
64.3,0.1856268,0
64.35,0.1954276,0
64.4,0.2085692,0
64.45,0.2146439,0
64.5,0.2027853,0
64.55,0.1917216,0
64.6,0.1597613,0
64.65,0.1344826,0
64.7,0.1242496,0
64.75,0.1588949,0
64.8,0.1911736,0
64.85,0.2178616,0
64.9,0.2608596,0
64.95,0.2769986,0
65,0.2507726,0
65.05,0.2337036,0
65.1,0.248806,0
65.15,0.2627083,0
65.2,0.2511955,0
65.25,0.2409439,0
65.3,0.2209208,0
65.35,0.1807433,0
65.4,0.1518048,0
65.45,0.1439801,0
65.5,0.1583114,0
65.55,0.1596059,0
65.6,0.1694665,0
65.65,0.1851475,0
65.7,0.1825485,0
65.75,0.1766072,0
65.8,0.18188,0
65.85,0.2008663,0
65.9,0.2228935,0
65.95,0.2205609,0
66,0.2172325,0
66.05,0.215117,0
66.1,0.2307908,0
66.15,0.238142,0
66.2,0.2392214,0
66.25,0.2291794,0
66.3,0.2291794,0
66.35,0.2291794,0
66.4,0.2291794,0
66.45,0.2291794,0
66.5,0.2291794,0
66.55,0.2291794,0
66.6,0.2291794,0
66.65,0.2291794,0
66.7,0.2291794,0
66.75,0.2291794,0
66.8,0.2291794,0
66.85,0.2291794,0
66.9,0.2291794,0
66.95,0.2291794,0
67,0.2291794,0
67.05,0.2291794,0
67.1,0.2291794,0
67.15,0.2291794,0
67.2,0.2291794,0
67.25,0.2291794,0
67.3,0.2291794,0
67.35,0.2291794,0
67.4,0.2291794,0
67.45,0.2291794,0
67.5,0.2291794,0
67.55,0.2291794,0
67.6,0.2291794,0
67.65,0.2291794,0
67.7,0.2291794,0
67.75,0.2291794,0
67.8,0.2291794,0
67.85,0.2291794,0
67.9,0.2291794,0
67.95,0.2291794,0
68,0.2291794,0
68.05,0.2291794,0
68.1,0.2291794,0
68.15,0.2291794,0
68.2,0.2291794,0
68.25,0.2291794,0
68.3,0.2291794,0
68.35,0.2291794,0
68.4,0.2291794,0
68.45,0.2291794,0
68.5,0.2291794,0
68.55,0.2291794,0
68.6,0.2291794,0
68.65,0.2291794,0
68.7,0.2291794,0
68.75,0.2291794,0
68.8,0.2291794,0
68.85,0.2291794,0
68.9,0.2291794,0
68.95,0.2291794,0
69,0.2291794,0
69.05,0.2291794,0
69.1,0.2291794,0
69.15,0.2291794,0
69.2,0.2291794,0
69.25,0.2291794,0
69.3,0.2291794,0
69.35,0.2291794,0
69.4,0.2291794,0
69.45,0.2291794,0
69.5,0.2291794,0
69.55,0.2291794,0
69.6,0.2291794,0
69.65,0.2291794,0
69.7,0.2291794,0
69.75,0.2291794,0
69.8,0.2291794,0
69.85,0.2291794,0
69.9,0.2291794,0
69.95,0.2291794,0
17,-5.55E-02,0.5
17.05,-7.85E-02,0.5
17.1,-9.34E-02,0.5
17.15,-9.30E-02,0.5
17.2,-0.1055119,0.5
17.25,-0.1087427,0.5
17.3,-9.02E-02,0.5
17.35,-8.50E-02,0.5
17.4,-7.87E-02,0.5
17.45,-6.22E-02,0.5
17.5,-3.10E-02,0.5
17.55,-1.77E-02,0.5
17.6,-2.08E-02,0.5
17.65,1.38E-03,0.5
17.7,-2.49E-02,0.5
17.75,-2.75E-02,0.5
17.8,-3.79E-02,0.5
17.85,-4.16E-02,0.5
17.9,-5.90E-02,0.5
17.95,-9.37E-02,0.5
18,-9.69E-02,0.5
18.05,-8.37E-02,0.5
18.1,-0.1041989,0.5
18.15,-5.96E-02,0.5
18.2,0.1351492,0.5
18.25,0.2980513,0.5
18.3,0.3221229,0.5
18.35,0.2303502,0.5
18.4,7.76E-02,0.5
18.45,-7.47E-02,0.5
18.5,-0.1313033,0.5
18.55,-3.43E-02,0.5
18.6,6.28E-03,0.5
18.65,-2.81E-02,0.5
18.7,-4.82E-02,0.5
18.75,-4.80E-02,0.5
18.8,-2.68E-02,0.5
18.85,-3.37E-02,0.5
18.9,-2.14E-02,0.5
18.95,5.22E-02,0.5
19,9.98E-02,0.5
19.05,9.86E-02,0.5
19.1,0.0634345,0.5
19.15,1.72E-02,0.5
19.2,-2.59E-02,0.5
19.25,-3.39E-02,0.5
19.3,2.95E-02,0.5
19.35,2.88E-02,0.5
19.4,1.22E-03,0.5
19.45,-2.32E-02,0.5
19.5,-5.24E-02,0.5
19.55,-6.21E-02,0.5
19.6,-7.25E-02,0.5
19.65,-6.66E-02,0.5
19.7,-4.28E-02,0.5
19.75,-5.58E-03,0.5
19.8,2.66E-02,0.5
19.85,3.28E-02,0.5
19.9,2.16E-02,0.5
19.95,-1.16E-02,0.5
20,-3.82E-02,0.5
20.05,-6.81E-02,0.5
20.1,-7.40E-02,0.5
20.15,-6.37E-02,0.5
20.2,-4.36E-02,0.5
20.25,-2.50E-02,0.5
20.3,-2.36E-03,0.5
20.35,2.50E-02,0.5
20.4,0.0322476,0.5
20.45,2.60E-02,0.5
20.5,1.24E-02,0.5
20.55,-5.06E-03,0.5
20.6,-2.46E-02,0.5
20.65,-2.05E-02,0.5
20.7,-1.36E-02,0.5
20.75,-2.90E-02,0.5
20.8,-5.51E-02,0.5
20.85,-5.73E-02,0.5
20.9,-5.86E-02,0.5
20.95,-4.70E-02,0.5
21,-3.93E-02,0.5
21.05,-4.51E-02,0.5
21.1,-0.0647403,0.5
21.15,-9.05E-02,0.5
21.2,-0.1031058,0.5
