Time,Value,Timepoint
40.05,0.6645992,0
40.1,0.6656731,0
40.15,0.6667143,0
40.2,0.6870112,0
40.25,0.6881625,0
40.3,0.688562,0
40.35,0.6724744,0
40.4,0.6584943,0
40.45,0.6360879,0
40.5,0.6270302,0
40.55,0.6223917,0
40.6,0.6331853,0
40.65,0.6331239,0
40.7,0.622499,0
40.75,0.5991706,0
40.8,0.5755673,0
40.85,0.551005,0
40.9,0.5273928,0
40.95,0.5007608,0
41,0.5002014,0
41.05,0.4996573,0
41.1,0.5072566,0
41.15,0.5066869,0
41.2,0.5000185,0
41.25,0.4974162,0
41.3,0.5076233,0
41.35,0.5039134,0
41.4,0.4983121,0
41.45,0.4791507,0
41.5,0.4576052,0
41.55,0.445365,0
41.6,0.4409453,0
41.65,0.4405859,0
41.7,0.4263951,0
41.75,0.3916095,0
41.8,0.3900672,0
41.85,0.4009195,0
41.9,0.4123875,0
41.95,0.424654,0
42,0.4198897,0
42.05,0.4092489,0
42.1,0.3923591,0
42.15,0.3898232,0
42.2,0.4131126,0
42.25,0.4307773,0
42.3,0.4324493,0
42.35,0.42307,0
42.4,0.4051814,0
42.45,0.3988153,0
42.5,0.4024993,0
42.55,0.4095795,0
42.6,0.4295783,0
42.65,0.4348819,0
42.7,0.4199608,0
42.75,0.4012437,0
42.8,0.390911,0
42.85,0.4067833,0
42.9,0.4238235,0
42.95,0.4298746,0
43,0.4429438,0
43.05,0.4549811,0
43.1,0.4721656,0
43.15,0.5076844,0
43.2,0.5580461,0
43.25,0.6269171,0
43.3,0.707738,0
43.35,0.77996,0
43.4,0.8503686,0
43.45,0.8947927,0
43.5,0.899355,0
43.55,0.8953664,0
43.6,0.8912076,0
43.65,0.8966624,0
43.7,0.9061013,0
43.75,0.9013375,0
43.8,0.8902628,0
43.85,0.8501043,0
43.9,0.8093527,0
43.95,0.8086278,0
44,0.8075474,0
44.05,0.8361225,0
44.1,0.8452114,0
44.15,0.8610695,0
44.2,0.8680557,0
44.25,0.8630113,0
44.3,0.8714232,0
44.35,0.9173921,0
44.4,0.9594168,0
44.45,1.006254,0
44.5,1.027072,0
44.55,1.045112,0
44.6,1.026089,0
44.65,1.008042,0
44.7,1.016631,0
44.75,1.044999,0
44.8,1.073207,0
44.85,1.067897,0
44.9,1.055598,0
44.95,1.044947,0
45,1.010475,0
45.05,0.9878084,0
45.1,0.9901504,0
45.15,0.9930516,0
45.2,0.9856059,0
45.25,0.9627201,0
45.3,0.9290667,0
45.35,0.9064522,0
45.4,0.8630166,0
45.45,0.8432428,0
45.5,0.8246898,0
45.55,0.8025082,0
45.6,0.7924197,0
45.65,0.8021165,0
45.7,0.7827122,0
45.75,0.7706764,0
45.8,0.777859,0
45.85,0.7993546,0
45.9,0.8043031,0
45.95,0.8097525,0
46,0.8127102,0
46.05,0.802833,0
46.1,0.7758737,0
46.15,0.7716486,0
46.2,0.7775393,0
46.25,0.7610958,0
46.3,0.7161212,0
46.35,0.665082,0
46.4,0.6255361,0
46.45,0.6004195,0
46.5,0.5903785,0
46.55,0.5943677,0
46.6,0.5862443,0
46.65,0.5851099,0
46.7,0.5733422,0
46.75,0.5688249,0
46.8,0.5528085,0
46.85,0.5380591,0
46.9,0.5387695,0
46.95,0.5375121,0
47,0.5539724,0
47.05,0.578832,0
47.1,0.5758501,0
47.15,0.5646535,0
47.2,0.5486756,0
47.25,0.5400238,0
47.3,0.5370759,0
47.35,0.5291309,0
47.4,0.5278012,0
47.45,0.5074182,0
47.5,0.4859393,0
47.55,0.4800317,0
47.6,0.4653487,0
47.65,0.4451045,0
47.7,0.4257812,0
47.75,0.4033506,0
47.8,0.3780647,0
47.85,0.3643344,0
47.9,0.375461,0
47.95,0.3916405,0
48,0.4073686,0
48.05,0.4213421,0
48.1,0.4262742,0
48.15,0.4277816,0
48.2,0.4139306,0
48.25,0.3929752,0
48.3,0.3725984,0
48.35,0.360054,0
48.4,0.3682477,0
48.45,0.3743731,0
48.5,0.3705856,0
48.55,0.3714389,0
48.6,0.3478216,0
48.65,0.3240739,0
48.7,0.3207358,0
48.75,0.3311379,0
48.8,0.3353461,0
48.85,0.3223737,0
48.9,0.308295,0
48.95,0.3052793,0
49,0.2835933,0
49.05,0.2719209,0
49.1,0.282146,0
49.15,0.2936451,0
49.2,0.2896672,0
49.25,0.291005,0
49.3,0.3038414,0
49.35,0.3339733,0
49.4,0.3401913,0
49.45,0.3417435,0
49.5,0.3328854,0
49.55,0.3128352,0
49.6,0.3093031,0
49.65,0.3197545,0
49.7,0.3229159,0
49.75,0.3306522,0
49.8,0.3128101,0
49.85,0.3046421,0
49.9,0.3126,0
49.95,0.3152973,0
50,0.3369255,0
50.05,0.3377405,0
50.1,0.3465173,0
50.15,0.3695613,0
50.2,0.3637719,0
50.25,0.3571239,0
50.3,0.352252,0
50.35,0.3601519,0
50.4,0.3632258,0
50.45,0.3433521,0
50.5,0.3399909,0
50.55,0.313424,0
50.6,0.2895317,0
50.65,0.2787039,0
50.7,0.2736124,0
50.75,0.2806279,0
50.8,0.2782603,0
50.85,0.2926749,0
50.9,0.3057484,0
50.95,0.2914641,0
51,0.2979776,0
51.05,0.2834388,0
51.1,0.2731472,0
51.15,0.2688981,0
51.2,0.2576829,0
51.25,0.2404381,0
51.3,0.2166512,0
51.35,0.2000342,0
51.4,0.191731,0
51.45,0.2052789,0
51.5,0.2404436,0
51.55,0.2630576,0
51.6,0.267982,0
51.65,0.2636124,0
51.7,0.2511783,0
51.75,0.2215912,0
51.8,0.2168132,0
51.85,0.2329408,0
51.9,0.2286592,0
51.95,0.213134,0
52,0.2019119,0
52.05,0.2029498,0
52.1,0.2069874,0
52.15,0.2233506,0
52.2,0.2467676,0
52.25,0.2350309,0
52.3,0.2292239,0
52.35,0.2305166,0
52.4,0.2434988,0
52.45,0.2469041,0
52.5,0.2551883,0
52.55,0.2680493,0
52.6,0.2600086,0
52.65,0.2458615,0
52.7,0.2467304,0
52.75,0.2402189,0
52.8,0.2380715,0
52.85,0.2296415,0
52.9,0.2385622,0
52.95,0.2346167,0
53,0.2273194,0
53.05,0.245635,0
53.1,0.2567055,0
53.15,0.2479867,0
53.2,0.2285154,0
53.25,0.2048745,0
53.3,0.18828,0
53.35,0.1717464,0
53.4,0.1677133,0
53.45,0.1794819,0
53.5,0.1832474,0
53.55,0.1844762,0
53.6,0.197217,0
53.65,0.2180255,0
53.7,0.231605,0
53.75,0.2322107,0
53.8,0.229522,0
53.85,0.2318351,0
53.9,0.2297343,0
53.95,0.2145856,0
54,0.2036712,0
54.05,0.2073102,0
54.1,0.222873,0
54.15,0.2406579,0
54.2,0.2426531,0
54.25,0.2293667,0
54.3,0.2033172,0
54.35,0.1659873,0
54.4,0.1507486,0
54.45,0.167352,0
54.5,0.1953533,0
54.55,0.2183058,0
54.6,0.2436998,0
54.65,0.2534904,0
54.7,0.2530583,0
54.75,0.2441748,0
54.8,0.2293286,0
54.85,0.2121513,0
54.9,0.1894716,0
54.95,0.1970492,0
55,0.1953654,0
55.05,0.1842009,0
55.1,0.2025777,0
55.15,0.2136695,0
55.2,0.2193414,0
55.25,0.2411017,0
55.3,0.2699719,0
55.35,0.2916221,0
55.4,0.2611301,0
55.45,0.2440862,0
55.5,0.2283231,0
55.55,0.213668,0
55.6,0.2053999,0
55.65,0.2204939,0
55.7,0.2193311,0
55.75,0.2181882,0
55.8,0.2244184,0
55.85,0.2378962,0
55.9,0.2461411,0
55.95,0.2549156,0
56,0.2412762,0
56.05,0.2228463,0
56.1,0.2052797,0
56.15,0.2069878,0
56.2,0.2028024,0
56.25,0.1902695,0
56.3,0.1891087,0
56.35,0.2143995,0
56.4,0.2162031,0
56.45,0.2075057,0
56.5,0.1939512,0
56.55,0.1872153,0
56.6,0.1862588,0
56.65,0.1895315,0
56.7,0.2092327,0
56.75,0.213755,0
56.8,0.1858606,0
56.85,0.1783605,0
56.9,0.17868,0
56.95,0.1745523,0
57,0.1626795,0
57.05,0.1673135,0
57.1,0.1636279,0
57.15,0.1681363,0
57.2,0.1762731,0
57.25,0.1748084,0
57.3,0.1651004,0
57.35,0.1675718,0
57.4,0.17507,0
57.45,0.1717304,0
57.5,0.1588403,0
57.55,0.1496691,0
57.6,0.1182913,0
57.65,0.1032532,0
57.7,0.111842,0
57.75,0.1346423,0
57.8,0.1396526,0
57.85,0.1429568,0
57.9,0.1404919,0
57.95,0.1411469,0
58,0.1410848,0
58.05,0.1575086,0
58.1,0.1726944,0
58.15,0.1817455,0
58.2,0.1864543,0
58.25,0.1886886,0
58.3,0.1827124,0
58.35,0.2009374,0
58.4,0.2190206,0
58.45,0.2192377,0
58.5,0.2195566,0
58.55,0.2224798,0
58.6,0.2284465,0
58.65,0.2409089,0
58.7,0.2554437,0
58.75,0.2539648,0
58.8,0.2349108,0
58.85,0.2257267,0
58.9,0.2435318,0
58.95,0.2646309,0
59,0.2779349,0
59.05,0.2844579,0
59.1,0.2767194,0
59.15,0.2599194,0
59.2,0.2529065,0
59.25,0.2626601,0
59.3,0.2733738,0
59.35,0.2694628,0
59.4,0.2479195,0
59.45,0.2226743,0
59.5,0.2031831,0
59.55,0.1994294,0
59.6,0.2112584,0
59.65,0.2261371,0
59.7,0.233761,0
59.75,0.2290958,0
59.8,0.2238761,0
59.85,0.2067209,0
59.9,0.1988599,0
59.95,0.1989412,0
60,0.1994633,0
60.05,0.1895387,0
60.1,0.1902513,0
60.15,0.1912083,0
60.2,0.1972649,0
60.25,0.1835907,0
60.3,0.1851671,0
60.35,0.1833077,0
60.4,0.1624244,0
60.45,0.152338,0
60.5,0.1453996,0
60.55,0.1460175,0
60.6,0.151572,0
60.65,0.1517864,0
60.7,0.1595739,0
60.75,0.1621939,0
60.8,0.1584218,0
60.85,0.1675194,0
60.9,0.1552703,0
60.95,0.1449036,0
61,0.1366391,0
61.05,0.125931,0
61.1,0.1278361,0
61.15,0.1252133,0
61.2,0.1347841,0
61.25,0.1194743,0
61.3,0.1099702,0
61.35,8.64E-02,0
61.4,8.61E-02,0
61.45,0.0883249,0
61.5,0.1120867,0
61.55,0.1406475,0
61.6,0.1516515,0
61.65,0.1440986,0
61.7,0.1660075,0
61.75,0.1610116,0
61.8,0.166112,0
61.85,0.1560337,0
61.9,0.1504459,0
61.95,0.156259,0
62,0.1500524,0
62.05,0.1299064,0
62.1,0.1178748,0
62.15,0.1147633,0
62.2,0.1281255,0
62.25,0.1496176,0
62.3,0.1723011,0
62.35,0.1860877,0
62.4,0.1751025,0
62.45,0.1410711,0
62.5,0.1160385,0
62.55,0.1074046,0
62.6,9.63E-02,0
62.65,0.0769228,0
62.7,7.99E-02,0
62.75,8.94E-02,0
62.8,0.1051525,0
62.85,0.1113563,0
62.9,0.1177189,0
62.95,0.1360657,0
63,0.1528689,0
63.05,0.1492114,0
63.1,0.1390478,0
63.15,0.1165165,0
63.2,9.94E-02,0
63.25,8.37E-02,0
63.3,8.93E-02,0
63.35,0.1046271,0
63.4,0.1199015,0
63.45,0.1257845,0
63.5,0.1259793,0
63.55,0.1412498,0
63.6,0.1403364,0
63.65,0.1240116,0
63.7,0.1234701,0
63.75,0.1149695,0
63.8,9.67E-02,0
63.85,8.26E-02,0
63.9,0.0773311,0
63.95,8.92E-02,0
64,9.44E-02,0
64.05,0.1085573,0
64.1,0.1283972,0
64.15,0.1214947,0
64.2,0.1144863,0
64.25,0.117615,0
64.3,0.1128779,0
64.35,9.37E-02,0
64.4,7.07E-02,0
64.45,6.25E-02,0
64.5,6.22E-02,0
64.55,6.42E-02,0
64.6,7.72E-02,0
64.65,9.35E-02,0
64.7,9.19E-02,0
64.75,8.44E-02,0
64.8,9.97E-02,0
64.85,0.1190065,0
64.9,0.1093114,0
64.95,8.09E-02,0
65,5.78E-02,0
65.05,4.73E-02,0
65.1,6.10E-02,0
65.15,9.53E-02,0
65.2,0.1240643,0
65.25,0.1310986,0
65.3,0.1186272,0
65.35,0.1047276,0
65.4,9.27E-02,0
65.45,0.0778736,0
65.5,7.37E-02,0
65.55,8.54E-02,0
65.6,0.1058695,0
65.65,0.1299214,0
65.7,0.131847,0
65.75,0.1245714,0
65.8,0.1145927,0
65.85,0.108278,0
65.9,0.105634,0
65.95,0.1276998,0
66,0.1384496,0
66.05,0.1287236,0
66.1,0.1039553,0
66.15,9.38E-02,0
66.2,9.20E-02,0
66.25,9.67E-02,0
66.3,0.1010418,0
66.35,0.1126594,0
66.4,9.54E-02,0
66.45,8.94E-02,0
66.5,8.47E-02,0
66.55,7.49E-02,0
66.6,7.79E-02,0
66.65,0.0916533,0
66.7,0.1119057,0
66.75,0.1220396,0
66.8,0.1332896,0
66.85,0.1526853,0
66.9,0.1439626,0
66.95,0.1335218,0
67,0.1338397,0
67.05,0.1249131,0
67.1,0.1221745,0
67.15,0.1319451,0
67.2,0.140407,0
67.25,0.1631294,0
67.3,0.1970789,0
67.35,0.2094578,0
67.4,0.1980417,0
67.45,0.1829542,0
67.5,0.1754684,0
67.55,0.1751206,0
67.6,0.1646666,0
67.65,0.1759371,0
67.7,0.1880383,0
67.75,0.1860232,0
67.8,0.1915434,0
67.85,0.2323977,0
67.9,0.2492057,0
67.95,0.2602811,0
68,0.2552654,0
68.05,0.2637034,0
68.1,0.2502531,0
68.15,0.2705837,0
68.2,0.2729131,0
68.25,0.2793583,0
68.3,0.2620812,0
68.35,0.2522356,0
68.4,0.2491731,0
68.45,0.2465826,0
68.5,0.2445565,0
68.55,0.2589586,0
68.6,0.2564517,0
68.65,0.2467248,0
68.7,0.2203227,0
68.75,0.2177033,0
68.8,0.2205939,0
68.85,0.2197515,0
68.9,0.2117044,0
68.95,0.1973942,0
69,0.1835918,0
69.05,0.1484318,0
69.1,0.113003,0
69.15,9.73E-02,0
69.2,9.95E-02,0
69.25,0.1057256,0
69.3,9.82E-02,0
69.35,9.05E-02,0
69.4,7.74E-02,0
69.45,4.14E-02,0
69.5,2.65E-02,0
69.55,3.29E-02,0
69.6,5.10E-02,0
69.65,5.75E-02,0
69.7,5.55E-02,0
69.75,5.95E-02,0
69.8,7.23E-02,0
69.85,7.99E-02,0
69.9,0.1072786,0
69.95,0.1300931,0
17,1.68E-02,0.5
17.05,1.94E-02,0.5
17.1,2.97E-02,0.5
17.15,0.0245018,0.5
17.2,-4.07E-03,0.5
17.25,-1.56E-02,0.5
17.3,-4.94E-03,0.5
17.35,1.77E-02,0.5
17.4,2.90E-02,0.5
17.45,4.68E-02,0.5
17.5,4.25E-02,0.5
17.55,4.39E-02,0.5
17.6,3.48E-02,0.5
17.65,2.46E-02,0.5
17.7,7.40E-03,0.5
17.75,-1.83E-02,0.5
17.8,-4.69E-02,0.5
17.85,-3.86E-02,0.5
17.9,-2.83E-02,0.5
17.95,1.90E-02,0.5
18,3.62E-02,0.5
18.05,5.34E-02,0.5
18.1,6.28E-02,0.5
18.15,4.35E-02,0.5
18.2,1.64E-02,0.5
18.25,1.63E-02,0.5
18.3,1.30E-03,0.5
18.35,1.15E-02,0.5
18.4,0.0106163,0.5
18.45,1.15E-02,0.5
18.5,-1.20E-02,0.5
18.55,-2.74E-02,0.5
18.6,-2.06E-02,0.5
18.65,6.82E-03,0.5
18.7,4.72E-02,0.5
18.75,6.69E-02,0.5
18.8,6.32E-02,0.5
18.85,4.93E-02,0.5
18.9,1.21E-02,0.5
18.95,3.19E-03,0.5
19,-1.58E-02,0.5
19.05,-2.06E-02,0.5
19.1,-3.15E-03,0.5
19.15,-6.83E-04,0.5
19.2,9.99E-03,0.5
19.25,1.70E-02,0.5
19.3,-3.44E-03,0.5
19.35,-0.0352211,0.5
19.4,-6.74E-02,0.5
19.45,-6.94E-02,0.5
19.5,-4.42E-02,0.5
19.55,-2.95E-02,0.5
19.6,-7.02E-03,0.5
19.65,-5.91E-04,0.5
19.7,-3.49E-03,0.5
19.75,-3.17E-02,0.5
19.8,-0.0694313,0.5
19.85,-9.33E-02,0.5
19.9,-9.14E-02,0.5
19.95,-8.36E-02,0.5
20,-4.34E-02,0.5
20.05,-3.48E-03,0.5
20.1,3.24E-02,0.5
20.15,1.80E-02,0.5
20.2,6.07E-03,0.5
20.25,-2.69E-03,0.5
20.3,-5.24E-03,0.5
20.35,-6.22E-04,0.5
20.4,1.22E-02,0.5
20.45,1.61E-02,0.5
20.5,-2.27E-03,0.5
20.55,-2.51E-03,0.5
20.6,1.45E-02,0.5
20.65,1.59E-02,0.5
20.7,4.69E-02,0.5
20.75,6.84E-02,0.5
20.8,9.72E-02,0.5
20.85,0.1164742,0.5
20.9,0.1095352,0.5
20.95,0.1061668,0.5
21,0.0743866,0.5
21.05,0.0540123,0.5
21.1,5.73E-02,0.5
21.15,5.87E-02,0.5
21.2,6.56E-02,0.5
21.25,4.51E-02,0.5
21.3,5.46E-02,0.5
21.35,0.0662384,0.5
