,Sample,Nucleotide,Timepoint,Plate,FileNumber,FileName,peak_nts,start_nt,end_nt,p4p6_area,background_area,total_area,subtracted_area,normalized_area,double_normalized
39,RNA-2,5mC,24.0,3,6,Eukaryote Total RNA Nano_2020-10-21_16-34-50_6_nts.csv,[ 23.3095643  237.86766939 966.5429956 ],866.5429956037441,1066.5429956037442,246.2838682619122,401.85795648680954,319.68722507739614,-82.1707314094134,-0.33364236151280685,-0.0018311833677230958
40,RNA-2,PSU,0.0,7,9,Eukaryote Total RNA Nano_2020-10-21_17-37-08_9_nts.csv,[ 23.72265504 232.91504145 909.2476468 ],809.247646800811,1009.247646800811,166.6025329496292,210.06524706290435,1611.3863153036361,1401.3210682407318,8.411163044348244,0.07079615818086474
41,RNA-2,PSU,0.5,7,10,Eukaryote Total RNA Nano_2020-10-21_17-37-08_10_nts.csv,[ 23.72265504 232.91504145 909.2476468 ],809.247646800811,1009.247646800811,188.8101605146801,268.7028792224033,1838.7030782603242,1570.000199037921,8.31523152545518,0.06786369457871222
42,RNA-2,PSU,1.0,7,11,Eukaryote Total RNA Nano_2020-10-21_17-37-08_11_nts.csv,[ 23.72265504 232.91504145 909.2476468 ],809.247646800811,1009.247646800811,183.17729855001735,306.5552347253085,1763.7611179011624,1457.2058831758538,7.955166359099665,0.06617207483810303
43,RNA-2,PSU,1.5,7,12,Eukaryote Total RNA Nano_2020-10-21_17-37-08_12_nts.csv,[ 23.72265504 232.91504145 909.2476468 ],809.247646800811,1009.247646800811,177.84959928047613,385.87072371406646,1766.5662816915599,1380.6955579774935,7.763276181466566,0.0619143321713342
44,RNA-2,PSU,2.0,8,1,Eukaryote Total RNA Nano_2020-10-21_17-42-16_1_nts.csv,[ 23.72265504 232.91504145 909.2476468 ],809.247646800811,1009.247646800811,136.84509062191012,297.5324202463605,1235.453467084702,937.9210468383415,6.853888894192979,0.05242070538202522
45,RNA-2,PSU,3.0,8,2,Eukaryote Total RNA Nano_2020-10-21_17-42-16_2_nts.csv,[ 23.72265504 232.91504145 909.2476468 ],809.247646800811,1009.247646800811,162.79646713044443,433.92431721454096,1333.476894871672,899.552577657131,5.525627143593624,0.041975045934837495
46,RNA-2,PSU,4.0,8,3,Eukaryote Total RNA Nano_2020-10-21_17-42-16_3_nts.csv,[ 23.72265504 232.91504145 909.2476468 ],809.247646800811,1009.247646800811,211.21065152391964,665.0575364597856,1712.0750510673136,1047.017514607528,4.957219283464751,0.036081897831812336
47,RNA-2,PSU,5.0,8,4,Eukaryote Total RNA Nano_2020-10-21_17-42-16_4_nts.csv,[ 23.72265504 232.91504145 909.2476468 ],809.247646800811,1009.247646800811,187.89064839830218,664.9444470888737,1527.964455646398,863.0200085575242,4.5932036315508435,0.03368592532379988
48,RNA-2,PSU,18.0,8,5,Eukaryote Total RNA Nano_2020-10-21_17-42-16_5_nts.csv,[ 23.72265504 232.91504145 909.2476468 ],809.247646800811,1009.247646800811,201.11249979007084,925.1899583080665,1065.4660266206977,140.2760683126312,0.6975004957874666,0.0050278164219272545
49,RNA-2,PSU,24.0,8,6,Eukaryote Total RNA Nano_2020-10-21_17-42-16_6_nts.csv,[ 23.72265504 232.91504145 909.2476468 ],809.247646800811,1009.247646800811,187.62445658410593,824.1990446966453,806.442179087457,-17.756865609188253,-0.0946404638951129,-0.0006861179793471742
50,RNA-3,5mC,0.0,3,7,Eukaryote Total RNA Nano_2020-10-21_16-34-50_7_nts.csv,[ 23.20820135 235.51444524 776.2247992 ],676.2247992027274,876.2247992027274,211.16723523468625,340.12699616559775,1625.6524172571162,1285.5254210915184,6.087712516872307,0.0358709491689083
51,RNA-3,5mC,0.5,3,8,Eukaryote Total RNA Nano_2020-10-21_16-34-50_8_nts.csv,[ 23.20820135 235.51444524 776.2247992 ],676.2247992027274,876.2247992027274,248.24745446830872,408.8574233191949,1311.1678314224198,902.310408103225,3.634721693464188,0.02131687614845287
52,RNA-3,5mC,1.0,3,9,Eukaryote Total RNA Nano_2020-10-21_16-34-50_9_nts.csv,[ 23.20820135 235.51444524 776.2247992 ],676.2247992027274,876.2247992027274,242.3742842397563,375.8533895610499,965.564565645558,589.7111760845081,2.433060000297584,0.014038978827219547
53,RNA-3,5mC,1.5,3,10,Eukaryote Total RNA Nano_2020-10-21_16-34-50_10_nts.csv,[ 23.20820135 235.51444524 776.2247992 ],676.2247992027274,876.2247992027274,289.12073602597474,392.86851020385075,794.7965874875133,401.92807728366256,1.3901738173755658,0.007853014588087221
54,RNA-3,5mC,2.0,3,11,Eukaryote Total RNA Nano_2020-10-21_16-34-50_11_nts.csv,[ 23.20820135 235.51444524 776.2247992 ],676.2247992027274,876.2247992027274,332.9982964105256,427.4904248263658,844.0571222749054,416.56669744853957,1.2509574431425605,0.007174000362690125
55,RNA-3,5mC,3.0,3,12,Eukaryote Total RNA Nano_2020-10-21_16-34-50_12_nts.csv,[ 23.20820135 235.51444524 776.2247992 ],676.2247992027274,876.2247992027274,357.58909529206153,338.04245121687865,512.9732239543724,174.93077273749378,0.48919493083148624,0.0028517163260638623
56,RNA-3,5mC,4.0,4,1,Eukaryote Total RNA Nano_2020-10-21_16-41-52_1_nts.csv,[ 23.20820135 235.51444524 776.2247992 ],676.2247992027274,876.2247992027274,356.25494812154943,267.4837797574166,357.76857927219504,90.28479951477846,0.25342749620974947,0.0020565777912383947
57,RNA-3,5mC,5.0,4,2,Eukaryote Total RNA Nano_2020-10-21_16-41-52_2_nts.csv,[ 23.20820135 235.51444524 776.2247992 ],676.2247992027274,876.2247992027274,335.49598985507475,210.269566654156,250.73848930699023,40.46892265283424,0.12062416206618662,0.0009856236263141953
58,RNA-3,5mC,18.0,4,3,Eukaryote Total RNA Nano_2020-10-21_16-41-52_3_nts.csv,[ 23.20820135 235.51444524 776.2247992 ],676.2247992027274,876.2247992027274,411.1197428437826,34.37942563812249,35.122921515797124,0.7434958776746328,0.0018084655155010314,1.363964962035983e-05
59,RNA-3,5mC,24.0,4,4,Eukaryote Total RNA Nano_2020-10-21_16-41-52_4_nts.csv,[ 23.20820135 235.51444524 776.2247992 ],676.2247992027274,876.2247992027274,423.9081053638908,28.41804902428358,14.939101161653328,-13.478947862630251,-0.03179686279190077,-0.00023941465174620445
60,RNA-3,PSU,0.0,8,7,Eukaryote Total RNA Nano_2020-10-21_17-42-16_7_nts.csv,[ 23.42617456 237.063627   738.3007185 ],638.3007185036273,838.3007185036273,73.77230857431898,194.4139935217506,1161.546533602972,967.1325400812214,13.109696019705307,0.0992359376176451
61,RNA-3,PSU,0.5,8,8,Eukaryote Total RNA Nano_2020-10-21_17-42-16_8_nts.csv,[ 23.42617456 237.063627   738.3007185 ],638.3007185036273,838.3007185036273,169.1211343872694,251.0862958199378,1261.2001144736996,1010.1138186537619,5.972723765799186,0.04451783410122493
62,RNA-3,PSU,1.0,8,9,Eukaryote Total RNA Nano_2020-10-21_17-42-16_9_nts.csv,[ 23.42617456 237.063627   738.3007185 ],638.3007185036273,838.3007185036273,176.79807620380745,262.07637120069467,1061.8163294879719,799.7399582872772,4.5234652743922465,0.03292369837879465
63,RNA-3,PSU,1.5,8,10,Eukaryote Total RNA Nano_2020-10-21_17-42-16_10_nts.csv,[ 23.42617456 237.063627   738.3007185 ],638.3007185036273,838.3007185036273,160.06683720437584,228.68305654482174,887.7436956705012,659.0606391256795,4.117409018859918,0.030052222352105015
64,RNA-3,PSU,2.0,8,11,Eukaryote Total RNA Nano_2020-10-21_17-42-16_11_nts.csv,[ 23.42617456 237.063627   738.3007185 ],638.3007185036273,838.3007185036273,197.549194240255,257.848163589944,899.104145965674,641.2559823757299,3.2460571901692927,0.024490848756519547
65,RNA-3,PSU,3.0,8,12,Eukaryote Total RNA Nano_2020-10-21_17-42-16_12_nts.csv,[ 23.42617456 237.063627   738.3007185 ],638.3007185036273,838.3007185036273,192.84917033566254,196.07147058645765,593.4379208371276,397.36645025067,2.0605038100969586,0.015967131632271064
66,RNA-3,PSU,4.0,9,1,Eukaryote Total RNA Nano_2020-10-22_10-58-16_1_nts.csv,[ 23.42617456 237.063627   738.3007185 ],638.3007185036273,838.3007185036273,401.8080131760369,339.93115071066006,924.2131790425157,584.2820283318556,1.4541323447321959,0.014584576007927178
67,RNA-3,PSU,5.0,9,2,Eukaryote Total RNA Nano_2020-10-22_10-58-16_2_nts.csv,[ 23.42617456 237.063627   738.3007185 ],638.3007185036273,838.3007185036273,317.70546940557176,245.14715238254323,585.5356225493184,340.38847016677516,1.071396318117039,0.007090198989544915
68,RNA-3,PSU,18.0,9,3,Eukaryote Total RNA Nano_2020-10-22_10-58-16_3_nts.csv,[ 23.42617456 237.063627   738.3007185 ],638.3007185036273,838.3007185036273,599.9294739203616,131.58438355710604,164.17323920265568,32.58885564554964,0.05432114450485507,0.0004959427591599879
69,RNA-3,PSU,24.0,9,4,Eukaryote Total RNA Nano_2020-10-22_10-58-16_4_nts.csv,[ 23.42617456 237.063627   738.3007185 ],638.3007185036273,838.3007185036273,609.6940473570949,97.81865912417288,103.5508359591019,5.732176834929021,0.009401726750944826,8.43839966630434e-05
70,RNA-4,5mC,0.0,4,5,Eukaryote Total RNA Nano_2020-10-21_16-41-52_5_nts.csv,[ 23.24409012 237.93690788 906.22945422],806.2294542189337,1006.2294542189337,228.03179181443258,258.15039537791495,1305.668284873312,1047.517889495397,4.593736167928044,0.03559590008883799
71,RNA-4,5mC,0.5,4,6,Eukaryote Total RNA Nano_2020-10-21_16-41-52_6_nts.csv,[ 23.24409012 237.93690788 906.22945422],806.2294542189337,1006.2294542189337,276.6338445846715,302.23916531944377,1204.7535129526404,902.5143476331966,3.262487093682266,0.025463891868892023
72,RNA-4,5mC,1.0,4,7,Eukaryote Total RNA Nano_2020-10-21_16-41-52_7_nts.csv,[ 23.24409012 237.93690788 906.22945422],806.2294542189337,1006.2294542189337,248.39565463793704,282.4915973535102,935.2211731075947,652.7295757540845,2.6277817810682196,0.021158686929504192
73,RNA-4,5mC,1.5,4,8,Eukaryote Total RNA Nano_2020-10-21_16-41-52_8_nts.csv,[ 23.24409012 237.93690788 906.22945422],806.2294542189337,1006.2294542189337,255.5050456168416,284.6104750186562,829.3648737580688,544.7543987394126,2.1320690455417965,0.01717139265546319
74,RNA-4,5mC,2.0,4,9,Eukaryote Total RNA Nano_2020-10-21_16-41-52_9_nts.csv,[ 23.24409012 237.93690788 906.22945422],806.2294542189337,1006.2294542189337,245.41195434450862,319.09531898141995,751.8701681842475,432.77484920282757,1.7634627879426747,0.014467081045325127
75,RNA-4,5mC,3.0,4,10,Eukaryote Total RNA Nano_2020-10-21_16-41-52_10_nts.csv,[ 23.24409012 237.93690788 906.22945422],806.2294542189337,1006.2294542189337,264.05553437733636,297.89784529481847,636.9086259936537,339.0107806988352,1.2838616751519683,0.01079031612403385
76,RNA-4,5mC,4.0,4,11,Eukaryote Total RNA Nano_2020-10-21_16-41-52_11_nts.csv,[ 23.24409012 237.93690788 906.22945422],806.2294542189337,1006.2294542189337,297.0748046426986,338.4541194799185,600.6722870226037,262.21816754268514,0.8826671378545997,0.007179725185562587
77,RNA-4,5mC,5.0,4,12,Eukaryote Total RNA Nano_2020-10-21_16-41-52_12_nts.csv,[ 23.24409012 237.93690788 906.22945422],806.2294542189337,1006.2294542189337,299.9345571415781,273.4118026960382,461.57352203355646,188.16171933751826,0.6273425814308562,0.005346476010954386
78,RNA-4,5mC,18.0,9,7,Eukaryote Total RNA Nano_2020-10-22_10-58-16_7_nts.csv,[ 23.24409012 237.93690788 906.22945422],806.2294542189337,1006.2294542189337,306.28758691501656,64.9899220093054,65.90280258865553,0.91288057935013,0.0029804687435910373,3.078950476298028e-05
79,RNA-4,5mC,24.0,5,2,Eukaryote Total RNA Nano_2020-10-21_17-01-22_2_nts.csv,[ 23.24409012 237.93690788 906.22945422],806.2294542189337,1006.2294542189337,530.3747733846645,160.92542299938918,155.23833647835235,-5.687086521036832,-0.010722769645969122,-7.706288974911422e-05
80,RNA-4,PSU,0.0,10,1,Eukaryote Total RNA Nano_2020-10-22_11-04-04_1_nts.csv,[ 44.23610974 235.58124379 859.75876196],759.7587619577283,959.7587619577283,147.18889729439292,153.75195858161197,961.6271940386468,807.8752354570349,5.488696839960704,0.026482833375229043
81,RNA-4,PSU,0.5,10,2,Eukaryote Total RNA Nano_2020-10-22_11-04-04_2_nts.csv,[ 44.23610974 235.58124379 859.75876196],759.7587619577283,959.7587619577283,161.32246202031817,176.90520035734875,828.5949500265656,651.6897496692168,4.0396714847256545,0.0323069650282511
82,RNA-4,PSU,1.0,10,3,Eukaryote Total RNA Nano_2020-10-22_11-04-04_3_nts.csv,[ 44.23610974 235.58124379 859.75876196],759.7587619577283,959.7587619577283,281.48731980078696,255.33359156781634,1330.8862128729716,1075.5526213051553,3.8209629551567046,0.03009855686191279
83,RNA-4,PSU,1.5,10,4,Eukaryote Total RNA Nano_2020-10-22_11-04-04_4_nts.csv,[ 44.23610974 235.58124379 859.75876196],759.7587619577283,959.7587619577283,341.2632440467777,313.03809023327346,1541.1625810680505,1228.1244908347771,3.5987599375525936,0.028155408928266613
84,RNA-4,PSU,2.0,10,5,Eukaryote Total RNA Nano_2020-10-22_11-04-04_5_nts.csv,[ 44.23610974 235.58124379 859.75876196],759.7587619577283,959.7587619577283,330.34410125575334,292.56096832568267,1337.4450089161846,1044.884040590502,3.1630170982879147,0.02445449223975162
85,RNA-4,PSU,3.0,10,6,Eukaryote Total RNA Nano_2020-10-22_11-04-04_6_nts.csv,[ 44.23610974 235.58124379 859.75876196],759.7587619577283,959.7587619577283,324.3813670694782,274.0789991992969,1116.5103435160704,842.4313443167734,2.5970398729355373,0.02013633771855353
86,RNA-4,PSU,4.0,10,7,Eukaryote Total RNA Nano_2020-10-22_11-04-04_7_nts.csv,[ 44.23610974 235.58124379 859.75876196],759.7587619577283,959.7587619577283,252.5182414824127,246.20490212755317,703.4023341878146,457.19743206026146,1.8105520986376116,0.014841109614161026
87,RNA-4,PSU,5.0,10,8,Eukaryote Total RNA Nano_2020-10-22_11-04-04_8_nts.csv,[ 44.23610974 235.58124379 859.75876196],759.7587619577283,959.7587619577283,332.899635574358,294.06144725895905,891.0962730955316,597.0348258365725,1.7934379075137679,0.015012881687636603
88,RNA-4,PSU,18.0,10,9,Eukaryote Total RNA Nano_2020-10-22_11-04-04_9_nts.csv,[ 44.23610974 235.58124379 859.75876196],759.7587619577283,959.7587619577283,464.21342857281894,192.21015162705473,283.5067928305772,91.29664120352246,0.19666953944913979,0.0016240392850281086
89,RNA-4,PSU,24.0,10,10,Eukaryote Total RNA Nano_2020-10-22_11-04-04_10_nts.csv,[ 44.23610974 235.58124379 859.75876196],759.7587619577283,959.7587619577283,493.5566737159895,195.97138676510238,234.55597927344303,38.58459250834065,0.07817661995700949,0.0006650408509886672
90,RNA-7,5mC,0.0,5,3,Eukaryote Total RNA Nano_2020-10-21_17-01-22_3_nts.csv,[ 23.37510542 232.15496628 877.20951913],777.2095191267773,977.2095191267773,257.9126583404346,130.50959003868286,772.8548417474716,642.3452517087887,2.4905534138650856,0.018442569227534792
91,RNA-7,5mC,0.5,5,4,Eukaryote Total RNA Nano_2020-10-21_17-01-22_4_nts.csv,[ 23.37510542 232.15496628 877.20951913],777.2095191267773,977.2095191267773,178.6676504792557,170.0973756623421,554.270461326846,384.1730856645039,2.1502106544413784,0.015760267356869716
92,RNA-7,5mC,1.0,5,5,Eukaryote Total RNA Nano_2020-10-21_17-01-22_5_nts.csv,[ 23.37510542 232.15496628 877.20951913],777.2095191267773,977.2095191267773,233.58057641285365,213.21819268007425,539.4070546552845,326.1888619752102,1.396472544868934,0.01032516252829783
93,RNA-7,5mC,1.5,5,6,Eukaryote Total RNA Nano_2020-10-21_17-01-22_6_nts.csv,[ 23.37510542 232.15496628 877.20951913],777.2095191267773,977.2095191267773,201.64817070416663,212.75666428850897,412.35951255954296,199.602848271034,0.9898569750174759,0.007196839887379288
94,RNA-7,5mC,2.0,5,7,Eukaryote Total RNA Nano_2020-10-21_17-01-22_7_nts.csv,[ 23.37510542 232.15496628 877.20951913],777.2095191267773,977.2095191267773,224.72170902914215,198.26620554447476,378.9625749998226,180.69636945534785,0.8040895124730248,0.006216650774436339
